"maternalAge" "ID" "scenario" "rep1" "rep10" "rep2" "rep3" "rep4" "rep5" "rep6" "rep7" "rep8" "rep9" "mean" "min" "max" "group"
"1" 0 "1_damage0" "damage" -1.64950899394487 -1.4124198634989 -1.18234403358831 -2.03304477545545 -1.90113882400989 -1.78013543621655 -1.6249958995116 -1.2635707771484 -1.65892900022063 -1.23854333092054 1 0.692613726207941 1.40363673197004 "Cross-sectional"
"2" 0.0322061191626409 "1_damage0" "damage" -1.65256306871945 -1.45209644315545 -1.20923021331975 -1.90448853775486 -1.8554165889555 -1.7605793426783 -1.61913971579153 -1.27612080191006 -1.68627750083484 -1.30351557987729 1.01229472941697 0.775315939427202 1.37495924220267 "Cross-sectional"
"3" 0.0644122383252819 "1_damage0" "damage" -1.65561726544867 -1.49161548043116 -1.23611640482556 -1.77804083541304 -1.81019110543275 -1.74102325126792 -1.61328357614932 -1.28867099054443 -1.71301879522499 -1.36826582070351 1.0244496956142 0.841203534369135 1.34669531727324 "Cross-sectional"
"4" 0.0966183574879228 "1_damage0" "damage" -1.65867172812287 -1.53076475255438 -1.2630026212165 -1.65686449470255 -1.76618024399753 -1.72146711853931 -1.60742754303165 -1.30122152959606 -1.73840651061578 -1.4323878530744 1.03606500930358 0.873525782773286 1.31884605577158 "Cross-sectional"
"5" 0.128824476650564 "1_damage0" "damage" -1.66172658275815 -1.56929331601617 -1.2898888744614 -1.54505181698781 -1.72425480641811 -1.70191081138171 -1.60157169078851 -1.31377257441771 -1.76172873017877 -1.49526933929088 1.04661477147882 0.905267549028782 1.29141223057289 "Cross-sectional"
"6" 0.161030595813205 "1_damage0" "damage" -1.66478190096187 -1.6069130427258 -1.31677517688914 -1.44726498261566 -1.68530347928878 -1.68235407588772 -1.5957160953855 -1.32632421088578 -1.78247424797252 -1.55616688638979 1.05549931396186 0.935601169854919 1.26439429592945 "Cross-sectional"
"7" 0.193236714975846 "1_damage0" "damage" -1.6678376887549 -1.64326706774973 -1.34366154824884 -1.36840712316405 -1.65010965280481 -1.66279652669228 -1.58986082748593 -1.33887645721732 -1.80039046990728 -1.61434096508925 1.06210194112391 0.949469415098363 1.24249641814974 "Cross-sectional"
"8" 0.225442834138487 "1_damage0" "damage" -1.67089389730012 -1.67788896053332 -1.37054802527396 -1.31324781643797 -1.61925385866654 -1.64323766054619 -1.58400594887539 -1.351429290422 -1.8154558279383 -1.66920682495767 1.06585365848843 0.941468209116202 1.26791521222202 "Cross-sectional"
"9" 0.257648953301128 "1_damage0" "damage" -1.67395044720212 -1.71018552119638 -1.39743466896704 -1.28593603919187 -1.5930592238937 -1.62367689420741 -1.57815151163387 -1.36398267632006 -1.82780841169664 -1.72044093232217 1.06630577752217 0.916129790984066 1.29541949732384 "Cross-sectional"
"10" 0.289855072463769 "1_damage0" "damage" -1.67700725595436 -1.73946943956958 -1.42432156512656 -1.28938888047183 -1.57159149490144 -1.60411362232398 -1.57229755910164 -1.37653658765889 -1.83767250347039 -1.76799822316402 1.06320418984881 0.893640373515346 1.29191861290368 "Cross-sectional"
"11" 0.32206119162641 "1_damage0" "damage" -1.68006425957194 -1.76504720535162 -1.45120881601192 -1.32463003967258 -1.55471137467906 -1.58454728676614 -1.56644412764044 -1.38909100725227 -1.84530798273213 -1.81203613688818 1.05655250539276 0.874371340656996 1.25657951631775 "Cross-sectional"
"12" 0.35426731078905 "1_damage0" "damage" -1.68312142356864 -1.78634164725599 -1.478096524539 -1.39023318705014 -1.54216102414816 -1.56497744576454 -1.56059124843101 -1.40164592394616 -1.85098476574597 -1.85278520399451 1.04664737454421 0.858592952025781 1.19269750871666 "Cross-sectional"
"13" 0.386473429951691 "1_damage0" "damage" -1.6861787393842 -1.80300953315162 -1.50498477552377 -1.48206177958261 -1.53365603084924 -1.54540383008108 -1.55473894936474 -1.41420133199115 -1.85496801374012 -1.89042932080629 1.03407111978159 0.846408631616503 1.16997493287665 "Cross-sectional"
