"ID" "ageAtDeath" "maternalAge" "paternalAge" "mutProb" "na"
"65729" ".00124623" 3 30 30 ".0012" 40
"65730" ".00124623" 3 31 31 ".0012" 40
"65731" ".00124623" 29 32 32 ".0012" 40
"65732" ".00124623" 7 33 33 ".0012" 40
"65733" ".00124623" 40 34 34 ".0012" 40
"65734" ".00124623" 6 35 35 ".0012" 40
"65735" ".00124623" 6 36 36 ".0012" 40
"65736" ".00124623" 11 37 37 ".0012" 40
"65737" ".00124623" 4 38 38 ".0012" 40
"65738" ".00124623" 21 39 39 ".0012" 40
"66379" ".00124640" 40 0 0 ".0012" 40
"66380" ".00124640" 40 1 1 ".0012" 40
"66381" ".00124640" 0 2 2 ".0012" 40
"66382" ".00124640" 40 3 3 ".0012" 40
"66383" ".00124640" 40 4 4 ".0012" 40
"66384" ".00124640" 40 5 5 ".0012" 40
"66385" ".00124640" 8 6 6 ".0012" 40
"66386" ".00124640" 1 7 7 ".0012" 40
"66387" ".00124640" 40 8 8 ".0012" 40
"66388" ".00124640" 1 9 9 ".0012" 40
"66389" ".00124640" 40 10 10 ".0012" 40
"66390" ".00124640" 6 11 11 ".0012" 40
"66391" ".00124640" 1 12 12 ".0012" 40
"66392" ".00124640" 40 13 13 ".0012" 40
"66393" ".00124640" 40 14 14 ".0012" 40
"66394" ".00124640" 40 15 15 ".0012" 40
"66395" ".00124640" 10 16 16 ".0012" 40
"66396" ".00124640" 2 17 17 ".0012" 40
"66397" ".00124640" 40 18 18 ".0012" 40
"66398" ".00124640" 16 19 19 ".0012" 40
"66399" ".00124640" 40 20 20 ".0012" 40
"66400" ".00124640" 40 21 21 ".0012" 40
"66401" ".00124640" 24 22 22 ".0012" 40
"66402" ".00124640" 40 23 23 ".0012" 40
"66403" ".00124640" 40 24 24 ".0012" 40
"66404" ".00124640" 11 25 25 ".0012" 40
"66405" ".00124640" 40 26 26 ".0012" 40
"66406" ".00124640" 15 27 27 ".0012" 40
"66407" ".00124640" 5 28 28 ".0012" 40
"66408" ".00124640" 6 29 29 ".0012" 40
"66409" ".00124640" 40 30 30 ".0012" 40
"66410" ".00124640" 40 31 31 ".0012" 40
"66411" ".00124640" 5 32 32 ".0012" 40
"66412" ".00124640" 33 33 33 ".0012" 40
"66413" ".00124640" 9 34 34 ".0012" 40
"66414" ".00124640" 4 35 35 ".0012" 40
"66415" ".00124640" 40 36 36 ".0012" 40
"66416" ".00124640" 3 37 37 ".0012" 40
"66417" ".00124640" 20 38 38 ".0012" 40
"66418" ".00124640" 7 39 39 ".0012" 40
"69059" ".00124707" 11 0 0 ".0012" 40
"69060" ".00124707" 10 1 1 ".0012" 40
"69061" ".00124707" 40 2 2 ".0012" 40
"69062" ".00124707" 40 3 3 ".0012" 40
"69063" ".00124707" 40 4 4 ".0012" 40
"69064" ".00124707" 40 5 5 ".0012" 40
"69065" ".00124707" 4 6 6 ".0012" 40
"69066" ".00124707" 40 7 7 ".0012" 40
"69067" ".00124707" 2 8 8 ".0012" 40
"69068" ".00124707" 1 9 9 ".0012" 40
"69069" ".00124707" 40 10 10 ".0012" 40
"69070" ".00124707" 40 11 11 ".0012" 40
"69071" ".00124707" 3 12 12 ".0012" 40
"69072" ".00124707" 10 13 13 ".0012" 40
"69073" ".00124707" 4 14 14 ".0012" 40
"69074" ".00124707" 1 15 15 ".0012" 40
"69075" ".00124707" 17 16 16 ".0012" 40
"69076" ".00124707" 6 17 17 ".0012" 40
"69077" ".00124707" 40 18 18 ".0012" 40
"69078" ".00124707" 40 19 19 ".0012" 40
"69079" ".00124707" 26 20 20 ".0012" 40
"69080" ".00124707" 24 21 21 ".0012" 40
"69081" ".00124707" 29 22 22 ".0012" 40
"69082" ".00124707" 40 23 23 ".0012" 40
"69083" ".00124707" 40 24 24 ".0012" 40
"69084" ".00124707" 3 25 25 ".0012" 40
"69085" ".00124707" 12 26 26 ".0012" 40
"69086" ".00124707" 40 27 27 ".0012" 40
"69087" ".00124707" 40 28 28 ".0012" 40
"69088" ".00124707" 11 29 29 ".0012" 40
"69089" ".00124707" 0 30 30 ".0012" 40
"69090" ".00124707" 5 31 31 ".0012" 40
"69091" ".00124707" 11 32 32 ".0012" 40
"69092" ".00124707" 40 33 33 ".0012" 40
"69093" ".00124707" 10 34 34 ".0012" 40
"69094" ".00124707" 1 35 35 ".0012" 40
"69095" ".00124707" 40 36 36 ".0012" 40
"69096" ".00124707" 40 37 37 ".0012" 40
"69097" ".00124707" 5 38 38 ".0012" 40
"69098" ".00124707" 40 39 39 ".0012" 40
"69659" ".00124722" 40 0 0 ".0012" 40
"69660" ".00124722" 1 1 1 ".0012" 40
"69661" ".00124722" 40 2 2 ".0012" 40
"69662" ".00124722" 3 3 3 ".0012" 40
"69663" ".00124722" 0 4 4 ".0012" 40
"69664" ".00124722" 40 5 5 ".0012" 40
"69665" ".00124722" 10 6 6 ".0012" 40
"69666" ".00124722" 1 7 7 ".0012" 40
"69667" ".00124722" 8 8 8 ".0012" 40
"69668" ".00124722" 40 9 9 ".0012" 40
"69669" ".00124722" 40 10 10 ".0012" 40
"69670" ".00124722" 19 11 11 ".0012" 40
"69671" ".00124722" 2 12 12 ".0012" 40
"69672" ".00124722" 22 13 13 ".0012" 40
"69673" ".00124722" 40 14 14 ".0012" 40
"69674" ".00124722" 4 15 15 ".0012" 40
"69675" ".00124722" 17 16 16 ".0012" 40
"69676" ".00124722" 34 17 17 ".0012" 40
"69677" ".00124722" 0 18 18 ".0012" 40
"69678" ".00124722" 40 19 19 ".0012" 40
"69679" ".00124722" 5 20 20 ".0012" 40
"69680" ".00124722" 3 21 21 ".0012" 40
"69681" ".00124722" 2 22 22 ".0012" 40
"69682" ".00124722" 1 23 23 ".0012" 40
"69683" ".00124722" 26 24 24 ".0012" 40
"69684" ".00124722" 40 25 25 ".0012" 40
"69685" ".00124722" 4 26 26 ".0012" 40
"69686" ".00124722" 0 27 27 ".0012" 40
"69687" ".00124722" 2 28 28 ".0012" 40
"69688" ".00124722" 21 29 29 ".0012" 40
"69689" ".00124722" 40 30 30 ".0012" 40
"69690" ".00124722" 2 31 31 ".0012" 40
"69691" ".00124722" 2 32 32 ".0012" 40
"69692" ".00124722" 0 33 33 ".0012" 40
"69693" ".00124722" 7 34 34 ".0012" 40
"69694" ".00124722" 6 35 35 ".0012" 40
"69695" ".00124722" 4 36 36 ".0012" 40
"69696" ".00124722" 17 37 37 ".0012" 40
"69697" ".00124722" 40 38 38 ".0012" 40
"69698" ".00124722" 1 39 39 ".0012" 40
"70179" ".00124735" 14 0 0 ".0012" 40
"70180" ".00124735" 40 1 1 ".0012" 40
"70181" ".00124735" 40 2 2 ".0012" 40
"70182" ".00124735" 2 3 3 ".0012" 40
"70183" ".00124735" 31 4 4 ".0012" 40
"70184" ".00124735" 9 5 5 ".0012" 40
"70185" ".00124735" 0 6 6 ".0012" 40
"70186" ".00124735" 40 7 7 ".0012" 40
"70187" ".00124735" 15 8 8 ".0012" 40
"70188" ".00124735" 3 9 9 ".0012" 40
"70189" ".00124735" 4 10 10 ".0012" 40
"70190" ".00124735" 40 11 11 ".0012" 40
"70191" ".00124735" 12 12 12 ".0012" 40
"70192" ".00124735" 8 13 13 ".0012" 40
"70193" ".00124735" 3 14 14 ".0012" 40
"70194" ".00124735" 0 15 15 ".0012" 40
"70195" ".00124735" 40 16 16 ".0012" 40
"70196" ".00124735" 1 17 17 ".0012" 40
"70197" ".00124735" 5 18 18 ".0012" 40
"70198" ".00124735" 31 19 19 ".0012" 40
"70199" ".00124735" 2 20 20 ".0012" 40
"70200" ".00124735" 3 21 21 ".0012" 40
"70201" ".00124735" 11 22 22 ".0012" 40
"70202" ".00124735" 0 23 23 ".0012" 40
"70203" ".00124735" 6 24 24 ".0012" 40
"70204" ".00124735" 19 25 25 ".0012" 40
"70205" ".00124735" 3 26 26 ".0012" 40
"70206" ".00124735" 9 27 27 ".0012" 40
"70207" ".00124735" 11 28 28 ".0012" 40
"70208" ".00124735" 19 29 29 ".0012" 40
"70209" ".00124735" 10 30 30 ".0012" 40
"70210" ".00124735" 0 31 31 ".0012" 40
"70211" ".00124735" 4 32 32 ".0012" 40
"70212" ".00124735" 5 33 33 ".0012" 40
"70213" ".00124735" 12 34 34 ".0012" 40
"70214" ".00124735" 13 35 35 ".0012" 40
"70215" ".00124735" 7 36 36 ".0012" 40
"70216" ".00124735" 40 37 37 ".0012" 40
"70217" ".00124735" 4 38 38 ".0012" 40
"70218" ".00124735" 4 39 39 ".0012" 40
"71179" ".00124760" 40 0 0 ".0012" 40
"71180" ".00124760" 40 1 1 ".0012" 40
"71181" ".00124760" 40 2 2 ".0012" 40
"71182" ".00124760" 40 3 3 ".0012" 40
"71183" ".00124760" 0 4 4 ".0012" 40
"71184" ".00124760" 40 5 5 ".0012" 40
"71185" ".00124760" 40 6 6 ".0012" 40
"71186" ".00124760" 40 7 7 ".0012" 40
"71187" ".00124760" 40 8 8 ".0012" 40
"71188" ".00124760" 40 9 9 ".0012" 40
"71189" ".00124760" 40 10 10 ".0012" 40
"71190" ".00124760" 40 11 11 ".0012" 40
"71191" ".00124760" 2 12 12 ".0012" 40
"71192" ".00124760" 40 13 13 ".0012" 40
"71193" ".00124760" 40 14 14 ".0012" 40
"71194" ".00124760" 2 15 15 ".0012" 40
"71195" ".00124760" 40 16 16 ".0012" 40
"71196" ".00124760" 40 17 17 ".0012" 40
"71197" ".00124760" 40 18 18 ".0012" 40
"71198" ".00124760" 3 19 19 ".0012" 40
"71199" ".00124760" 0 20 20 ".0012" 40
"71200" ".00124760" 23 21 21 ".0012" 40
"71201" ".00124760" 27 22 22 ".0012" 40
"71202" ".00124760" 14 23 23 ".0012" 40
"71203" ".00124760" 40 24 24 ".0012" 40
"71204" ".00124760" 40 25 25 ".0012" 40
"71205" ".00124760" 3 26 26 ".0012" 40
"71206" ".00124760" 5 27 27 ".0012" 40
"71207" ".00124760" 2 28 28 ".0012" 40
"71208" ".00124760" 1 29 29 ".0012" 40
"71209" ".00124760" 11 30 30 ".0012" 40
"71210" ".00124760" 9 31 31 ".0012" 40
"71211" ".00124760" 40 32 32 ".0012" 40
"71212" ".00124760" 32 33 33 ".0012" 40
"71213" ".00124760" 40 34 34 ".0012" 40
"71214" ".00124760" 8 35 35 ".0012" 40
"71215" ".00124760" 40 36 36 ".0012" 40
"71216" ".00124760" 40 37 37 ".0012" 40
"71217" ".00124760" 0 38 38 ".0012" 40
"71218" ".00124760" 15 39 39 ".0012" 40
"71419" ".00124766" 40 0 0 ".0012" 40
"71420" ".00124766" 7 1 1 ".0012" 40
"71421" ".00124766" 5 2 2 ".0012" 40
"71422" ".00124766" 40 3 3 ".0012" 40
"71423" ".00124766" 10 4 4 ".0012" 40
"71424" ".00124766" 36 5 5 ".0012" 40
"71425" ".00124766" 40 6 6 ".0012" 40
"71426" ".00124766" 2 7 7 ".0012" 40
"71427" ".00124766" 40 8 8 ".0012" 40
"71428" ".00124766" 40 9 9 ".0012" 40
"71429" ".00124766" 40 10 10 ".0012" 40
"71430" ".00124766" 25 11 11 ".0012" 40
"71431" ".00124766" 40 12 12 ".0012" 40
"71432" ".00124766" 13 13 13 ".0012" 40
"71433" ".00124766" 5 14 14 ".0012" 40
"71434" ".00124766" 23 15 15 ".0012" 40
"71435" ".00124766" 40 16 16 ".0012" 40
"71436" ".00124766" 20 17 17 ".0012" 40
"71437" ".00124766" 22 18 18 ".0012" 40
"71438" ".00124766" 40 19 19 ".0012" 40
"71439" ".00124766" 40 20 20 ".0012" 40
"71440" ".00124766" 2 21 21 ".0012" 40
"71441" ".00124766" 40 22 22 ".0012" 40
"71442" ".00124766" 40 23 23 ".0012" 40
"71443" ".00124766" 1 24 24 ".0012" 40
"71444" ".00124766" 0 25 25 ".0012" 40
"71445" ".00124766" 0 26 26 ".0012" 40
"71446" ".00124766" 40 27 27 ".0012" 40
"71447" ".00124766" 7 28 28 ".0012" 40
"71448" ".00124766" 40 29 29 ".0012" 40
"71449" ".00124766" 25 30 30 ".0012" 40
"71450" ".00124766" 40 31 31 ".0012" 40
"71451" ".00124766" 11 32 32 ".0012" 40
"71452" ".00124766" 2 33 33 ".0012" 40
"71453" ".00124766" 6 34 34 ".0012" 40
"71454" ".00124766" 11 35 35 ".0012" 40
"71455" ".00124766" 40 36 36 ".0012" 40
"71456" ".00124766" 16 37 37 ".0012" 40
"71457" ".00124766" 40 38 38 ".0012" 40
"71458" ".00124766" 36 39 39 ".0012" 40
"71699" ".00124773" 2 0 0 ".0012" 40
"71700" ".00124773" 10 1 1 ".0012" 40
"71701" ".00124773" 40 2 2 ".0012" 40
"71702" ".00124773" 40 3 3 ".0012" 40
"71703" ".00124773" 10 4 4 ".0012" 40
"71704" ".00124773" 15 5 5 ".0012" 40
"71705" ".00124773" 18 6 6 ".0012" 40
"71706" ".00124773" 40 7 7 ".0012" 40
"71707" ".00124773" 0 8 8 ".0012" 40
"71708" ".00124773" 32 9 9 ".0012" 40
"71709" ".00124773" 40 10 10 ".0012" 40
"71710" ".00124773" 5 11 11 ".0012" 40
"71711" ".00124773" 40 12 12 ".0012" 40
"71712" ".00124773" 2 13 13 ".0012" 40
"71713" ".00124773" 0 14 14 ".0012" 40
"71714" ".00124773" 40 15 15 ".0012" 40
"71715" ".00124773" 40 16 16 ".0012" 40
"71716" ".00124773" 8 17 17 ".0012" 40
"71717" ".00124773" 40 18 18 ".0012" 40
"71718" ".00124773" 3 19 19 ".0012" 40
"71719" ".00124773" 0 20 20 ".0012" 40
"71720" ".00124773" 2 21 21 ".0012" 40
"71721" ".00124773" 0 22 22 ".0012" 40
"71722" ".00124773" 1 23 23 ".0012" 40
"71723" ".00124773" 4 24 24 ".0012" 40
"71724" ".00124773" 2 25 25 ".0012" 40
"71725" ".00124773" 40 26 26 ".0012" 40
"71726" ".00124773" 7 27 27 ".0012" 40
"71727" ".00124773" 29 28 28 ".0012" 40
"71728" ".00124773" 0 29 29 ".0012" 40
"71729" ".00124773" 14 30 30 ".0012" 40
"71730" ".00124773" 8 31 31 ".0012" 40
"71731" ".00124773" 8 32 32 ".0012" 40
"71732" ".00124773" 17 33 33 ".0012" 40
"71733" ".00124773" 14 34 34 ".0012" 40
"71734" ".00124773" 20 35 35 ".0012" 40
"71735" ".00124773" 11 36 36 ".0012" 40
"71736" ".00124773" 6 37 37 ".0012" 40
"71737" ".00124773" 8 38 38 ".0012" 40
"71738" ".00124773" 3 39 39 ".0012" 40
"73499" ".00124818" 11 0 0 ".0012" 40
"73500" ".00124818" 40 1 1 ".0012" 40
"73501" ".00124818" 3 2 2 ".0012" 40
"73502" ".00124818" 40 3 3 ".0012" 40
"73503" ".00124818" 19 4 4 ".0012" 40
"73504" ".00124818" 11 5 5 ".0012" 40
"73505" ".00124818" 40 6 6 ".0012" 40
"73506" ".00124818" 10 7 7 ".0012" 40
"73507" ".00124818" 40 8 8 ".0012" 40
"73508" ".00124818" 10 9 9 ".0012" 40
"73509" ".00124818" 40 10 10 ".0012" 40
"73510" ".00124818" 40 11 11 ".0012" 40
"73511" ".00124818" 40 12 12 ".0012" 40
"73512" ".00124818" 3 13 13 ".0012" 40
"73513" ".00124818" 40 14 14 ".0012" 40
"73514" ".00124818" 0 15 15 ".0012" 40
"73515" ".00124818" 40 16 16 ".0012" 40
"73516" ".00124818" 8 17 17 ".0012" 40
"73517" ".00124818" 40 18 18 ".0012" 40
"73518" ".00124818" 40 19 19 ".0012" 40
"73519" ".00124818" 11 20 20 ".0012" 40
"73520" ".00124818" 40 21 21 ".0012" 40
"73521" ".00124818" 40 22 22 ".0012" 40
"73522" ".00124818" 40 23 23 ".0012" 40
"73523" ".00124818" 3 24 24 ".0012" 40
"73524" ".00124818" 9 25 25 ".0012" 40
"73525" ".00124818" 25 26 26 ".0012" 40
"73526" ".00124818" 1 27 27 ".0012" 40
"73527" ".00124818" 40 28 28 ".0012" 40
"73528" ".00124818" 5 29 29 ".0012" 40
"73529" ".00124818" 40 30 30 ".0012" 40
"73530" ".00124818" 0 31 31 ".0012" 40
"73531" ".00124818" 37 32 32 ".0012" 40
"73532" ".00124818" 1 33 33 ".0012" 40
"73533" ".00124818" 40 34 34 ".0012" 40
"73534" ".00124818" 40 35 35 ".0012" 40
"73535" ".00124818" 2 36 36 ".0012" 40
"73536" ".00124818" 0 37 37 ".0012" 40
"73537" ".00124818" 19 38 38 ".0012" 40
"73538" ".00124818" 13 39 39 ".0012" 40
"75339" ".00124864" 10 0 0 ".0012" 40
"75340" ".00124864" 40 1 1 ".0012" 40
"75341" ".00124864" 40 2 2 ".0012" 40
"75342" ".00124864" 20 3 3 ".0012" 40
"75343" ".00124864" 16 4 4 ".0012" 40
"75344" ".00124864" 5 5 5 ".0012" 40
"75345" ".00124864" 40 6 6 ".0012" 40
"75346" ".00124864" 40 7 7 ".0012" 40
"75347" ".00124864" 8 8 8 ".0012" 40
"75348" ".00124864" 40 9 9 ".0012" 40
"75349" ".00124864" 40 10 10 ".0012" 40
"75350" ".00124864" 40 11 11 ".0012" 40
"75351" ".00124864" 19 12 12 ".0012" 40
"75352" ".00124864" 40 13 13 ".0012" 40
"75353" ".00124864" 3 14 14 ".0012" 40
"75354" ".00124864" 40 15 15 ".0012" 40
"75355" ".00124864" 40 16 16 ".0012" 40
"75356" ".00124864" 5 17 17 ".0012" 40
"75357" ".00124864" 0 18 18 ".0012" 40
"75358" ".00124864" 40 19 19 ".0012" 40
"75359" ".00124864" 40 20 20 ".0012" 40
"75360" ".00124864" 14 21 21 ".0012" 40
"75361" ".00124864" 40 22 22 ".0012" 40
"75362" ".00124864" 40 23 23 ".0012" 40
"75363" ".00124864" 20 24 24 ".0012" 40
"75364" ".00124864" 0 25 25 ".0012" 40
"75365" ".00124864" 40 26 26 ".0012" 40
"75366" ".00124864" 18 27 27 ".0012" 40
"75367" ".00124864" 2 28 28 ".0012" 40
"75368" ".00124864" 11 29 29 ".0012" 40
"75369" ".00124864" 40 30 30 ".0012" 40
"75370" ".00124864" 30 31 31 ".0012" 40
"75371" ".00124864" 1 32 32 ".0012" 40
"75372" ".00124864" 6 33 33 ".0012" 40
"75373" ".00124864" 26 34 34 ".0012" 40
"75374" ".00124864" 19 35 35 ".0012" 40
"75375" ".00124864" 9 36 36 ".0012" 40
"75376" ".00124864" 14 37 37 ".0012" 40
"75377" ".00124864" 7 38 38 ".0012" 40
"75378" ".00124864" 2 39 39 ".0012" 40
"75379" ".00124865" 5 0 0 ".0012" 40
"75380" ".00124865" 0 1 1 ".0012" 40
"75381" ".00124865" 40 2 2 ".0012" 40
"75382" ".00124865" 0 3 3 ".0012" 40
"75383" ".00124865" 40 4 4 ".0012" 40
"75384" ".00124865" 40 5 5 ".0012" 40
"75385" ".00124865" 40 6 6 ".0012" 40
"75386" ".00124865" 40 7 7 ".0012" 40
"75387" ".00124865" 9 8 8 ".0012" 40
"75388" ".00124865" 40 9 9 ".0012" 40
"75389" ".00124865" 40 10 10 ".0012" 40
"75390" ".00124865" 20 11 11 ".0012" 40
"75391" ".00124865" 40 12 12 ".0012" 40
"75392" ".00124865" 40 13 13 ".0012" 40
"75393" ".00124865" 40 14 14 ".0012" 40
"75394" ".00124865" 2 15 15 ".0012" 40
"75395" ".00124865" 40 16 16 ".0012" 40
"75396" ".00124865" 40 17 17 ".0012" 40
"75397" ".00124865" 2 18 18 ".0012" 40
"75398" ".00124865" 6 19 19 ".0012" 40
"75399" ".00124865" 2 20 20 ".0012" 40
"75400" ".00124865" 12 21 21 ".0012" 40
"75401" ".00124865" 15 22 22 ".0012" 40
"75402" ".00124865" 13 23 23 ".0012" 40
"75403" ".00124865" 18 24 24 ".0012" 40
"75404" ".00124865" 12 25 25 ".0012" 40
"75405" ".00124865" 7 26 26 ".0012" 40
"75406" ".00124865" 40 27 27 ".0012" 40
"75407" ".00124865" 11 28 28 ".0012" 40
"75408" ".00124865" 13 29 29 ".0012" 40
"75409" ".00124865" 6 30 30 ".0012" 40
"75410" ".00124865" 10 31 31 ".0012" 40
"75411" ".00124865" 25 32 32 ".0012" 40
"75412" ".00124865" 40 33 33 ".0012" 40
"75413" ".00124865" 19 34 34 ".0012" 40
"75414" ".00124865" 22 35 35 ".0012" 40
"75415" ".00124865" 11 36 36 ".0012" 40
"75416" ".00124865" 5 37 37 ".0012" 40
"75417" ".00124865" 5 38 38 ".0012" 40
"75418" ".00124865" 0 39 39 ".0012" 40
"75899" ".00124878" 40 0 0 ".0012" 40
"75900" ".00124878" 36 1 1 ".0012" 40
"75901" ".00124878" 8 2 2 ".0012" 40
"75902" ".00124878" 40 3 3 ".0012" 40
"75903" ".00124878" 4 4 4 ".0012" 40
"75904" ".00124878" 25 5 5 ".0012" 40
"75905" ".00124878" 40 6 6 ".0012" 40
"75906" ".00124878" 40 7 7 ".0012" 40
"75907" ".00124878" 40 8 8 ".0012" 40
"75908" ".00124878" 8 9 9 ".0012" 40
"75909" ".00124878" 40 10 10 ".0012" 40
"75910" ".00124878" 40 11 11 ".0012" 40
"75911" ".00124878" 4 12 12 ".0012" 40
"75912" ".00124878" 40 13 13 ".0012" 40
"75913" ".00124878" 10 14 14 ".0012" 40
"75914" ".00124878" 5 15 15 ".0012" 40
"75915" ".00124878" 40 16 16 ".0012" 40
"75916" ".00124878" 0 17 17 ".0012" 40
"75917" ".00124878" 1 18 18 ".0012" 40
"75918" ".00124878" 0 19 19 ".0012" 40
"75919" ".00124878" 1 20 20 ".0012" 40
"75920" ".00124878" 15 21 21 ".0012" 40
"75921" ".00124878" 16 22 22 ".0012" 40
"75922" ".00124878" 40 23 23 ".0012" 40
"75923" ".00124878" 6 24 24 ".0012" 40
"75924" ".00124878" 40 25 25 ".0012" 40
"75925" ".00124878" 2 26 26 ".0012" 40
"75926" ".00124878" 19 27 27 ".0012" 40
"75927" ".00124878" 31 28 28 ".0012" 40
"75928" ".00124878" 40 29 29 ".0012" 40
"75929" ".00124878" 13 30 30 ".0012" 40
"75930" ".00124878" 9 31 31 ".0012" 40
"75931" ".00124878" 21 32 32 ".0012" 40
"75932" ".00124878" 20 33 33 ".0012" 40
"75933" ".00124878" 40 34 34 ".0012" 40
"75934" ".00124878" 40 35 35 ".0012" 40
"75935" ".00124878" 9 36 36 ".0012" 40
"75936" ".00124878" 40 37 37 ".0012" 40
"75937" ".00124878" 40 38 38 ".0012" 40
"75938" ".00124878" 40 39 39 ".0012" 40
"76059" ".00124882" 12 0 0 ".0012" 40
"76060" ".00124882" 40 1 1 ".0012" 40
"76061" ".00124882" 40 2 2 ".0012" 40
"76062" ".00124882" 1 3 3 ".0012" 40
"76063" ".00124882" 40 4 4 ".0012" 40
"76064" ".00124882" 40 5 5 ".0012" 40
"76065" ".00124882" 40 6 6 ".0012" 40
"76066" ".00124882" 40 7 7 ".0012" 40
"76067" ".00124882" 6 8 8 ".0012" 40
"76068" ".00124882" 40 9 9 ".0012" 40
"76069" ".00124882" 32 10 10 ".0012" 40
"76070" ".00124882" 14 11 11 ".0012" 40
"76071" ".00124882" 18 12 12 ".0012" 40
"76072" ".00124882" 11 13 13 ".0012" 40
"76073" ".00124882" 1 14 14 ".0012" 40
"76074" ".00124882" 3 15 15 ".0012" 40
"76075" ".00124882" 40 16 16 ".0012" 40
"76076" ".00124882" 40 17 17 ".0012" 40
"76077" ".00124882" 11 18 18 ".0012" 40
"76078" ".00124882" 0 19 19 ".0012" 40
"76079" ".00124882" 5 20 20 ".0012" 40
"76080" ".00124882" 27 21 21 ".0012" 40
"76081" ".00124882" 0 22 22 ".0012" 40
"76082" ".00124882" 13 23 23 ".0012" 40
"76083" ".00124882" 40 24 24 ".0012" 40
"76084" ".00124882" 0 25 25 ".0012" 40
"76085" ".00124882" 1 26 26 ".0012" 40
"76086" ".00124882" 40 27 27 ".0012" 40
"76087" ".00124882" 18 28 28 ".0012" 40
"76088" ".00124882" 6 29 29 ".0012" 40
"76089" ".00124882" 40 30 30 ".0012" 40
"76090" ".00124882" 9 31 31 ".0012" 40
"76091" ".00124882" 8 32 32 ".0012" 40
"76092" ".00124882" 1 33 33 ".0012" 40
"76093" ".00124882" 3 34 34 ".0012" 40
"76094" ".00124882" 2 35 35 ".0012" 40
"76095" ".00124882" 5 36 36 ".0012" 40
"76096" ".00124882" 16 37 37 ".0012" 40
"76097" ".00124882" 40 38 38 ".0012" 40
"76098" ".00124882" 7 39 39 ".0012" 40
"76659" ".00124897" 40 0 0 ".0012" 40
"76660" ".00124897" 6 1 1 ".0012" 40
"76661" ".00124897" 4 2 2 ".0012" 40
"76662" ".00124897" 40 3 3 ".0012" 40
"76663" ".00124897" 18 4 4 ".0012" 40
"76664" ".00124897" 1 5 5 ".0012" 40
"76665" ".00124897" 24 6 6 ".0012" 40
"76666" ".00124897" 0 7 7 ".0012" 40
"76667" ".00124897" 9 8 8 ".0012" 40
"76668" ".00124897" 0 9 9 ".0012" 40
"76669" ".00124897" 10 10 10 ".0012" 40
"76670" ".00124897" 13 11 11 ".0012" 40
"76671" ".00124897" 40 12 12 ".0012" 40
"76672" ".00124897" 40 13 13 ".0012" 40
"76673" ".00124897" 23 14 14 ".0012" 40
"76674" ".00124897" 5 15 15 ".0012" 40
"76675" ".00124897" 11 16 16 ".0012" 40
"76676" ".00124897" 40 17 17 ".0012" 40
"76677" ".00124897" 10 18 18 ".0012" 40
"76678" ".00124897" 1 19 19 ".0012" 40
"76679" ".00124897" 38 20 20 ".0012" 40
"76680" ".00124897" 6 21 21 ".0012" 40
"76681" ".00124897" 40 22 22 ".0012" 40
"76682" ".00124897" 17 23 23 ".0012" 40
"76683" ".00124897" 40 24 24 ".0012" 40
"76684" ".00124897" 0 25 25 ".0012" 40
"76685" ".00124897" 40 26 26 ".0012" 40
"76686" ".00124897" 2 27 27 ".0012" 40
"76687" ".00124897" 18 28 28 ".0012" 40
"76688" ".00124897" 0 29 29 ".0012" 40
"76689" ".00124897" 13 30 30 ".0012" 40
"76690" ".00124897" 0 31 31 ".0012" 40
"76691" ".00124897" 40 32 32 ".0012" 40
"76692" ".00124897" 4 33 33 ".0012" 40
"76693" ".00124897" 18 34 34 ".0012" 40
"76694" ".00124897" 40 35 35 ".0012" 40
"76695" ".00124897" 0 36 36 ".0012" 40
"76696" ".00124897" 11 37 37 ".0012" 40
"76697" ".00124897" 36 38 38 ".0012" 40
"76698" ".00124897" 6 39 39 ".0012" 40
"76699" ".00124898" 40 0 0 ".0012" 40
"76700" ".00124898" 22 1 1 ".0012" 40
"76701" ".00124898" 0 2 2 ".0012" 40
"76702" ".00124898" 40 3 3 ".0012" 40
"76703" ".00124898" 14 4 4 ".0012" 40
"76704" ".00124898" 1 5 5 ".0012" 40
"76705" ".00124898" 6 6 6 ".0012" 40
"76706" ".00124898" 7 7 7 ".0012" 40
"76707" ".00124898" 3 8 8 ".0012" 40
"76708" ".00124898" 8 9 9 ".0012" 40
"76709" ".00124898" 7 10 10 ".0012" 40
"76710" ".00124898" 0 11 11 ".0012" 40
"76711" ".00124898" 3 12 12 ".0012" 40
"76712" ".00124898" 40 13 13 ".0012" 40
"76713" ".00124898" 4 14 14 ".0012" 40
"76714" ".00124898" 40 15 15 ".0012" 40
"76715" ".00124898" 4 16 16 ".0012" 40
"76716" ".00124898" 31 17 17 ".0012" 40
"76717" ".00124898" 0 18 18 ".0012" 40
"76718" ".00124898" 13 19 19 ".0012" 40
"76719" ".00124898" 6 20 20 ".0012" 40
"76720" ".00124898" 0 21 21 ".0012" 40
"76721" ".00124898" 2 22 22 ".0012" 40
"76722" ".00124898" 0 23 23 ".0012" 40
"76723" ".00124898" 6 24 24 ".0012" 40
"76724" ".00124898" 40 25 25 ".0012" 40
"76725" ".00124898" 13 26 26 ".0012" 40
"76726" ".00124898" 1 27 27 ".0012" 40
