"ID" "ageAtDeath" "maternalAge" "paternalAge" "mutProb" "na"
"7940" ".0024538" 0 10 10 ".002" 37
"7941" ".0024538" 0 11 11 ".002" 37
"7942" ".0024538" 0 12 12 ".002" 37
"7943" ".0024538" 0 13 13 ".002" 37
"7944" ".0024538" 0 14 14 ".002" 37
"7945" ".0024538" 0 15 15 ".002" 37
"7946" ".0024538" 0 16 16 ".002" 37
"7947" ".0024538" 0 17 17 ".002" 37
"7948" ".0024538" 0 18 18 ".002" 37
"7949" ".0024538" 0 19 19 ".002" 37
"7950" ".0024538" 0 20 20 ".002" 37
"7951" ".0024538" 0 21 21 ".002" 37
"7952" ".0024538" 0 22 22 ".002" 37
"7953" ".0024538" 0 23 23 ".002" 37
"7954" ".0024538" 0 24 24 ".002" 37
"7955" ".0024538" 0 25 25 ".002" 37
"7956" ".0024538" 0 26 26 ".002" 37
"7957" ".0024538" 0 27 27 ".002" 37
"7958" ".0024538" 0 28 28 ".002" 37
"7959" ".0024538" 0 29 29 ".002" 37
"7960" ".0024538" 0 30 30 ".002" 37
"7961" ".0024538" 0 31 31 ".002" 37
"7962" ".0024538" 0 32 32 ".002" 37
"7963" ".0024538" 0 33 33 ".002" 37
"7964" ".0024538" 0 34 34 ".002" 37
"7965" ".0024538" 0 35 35 ".002" 37
"7966" ".0024538" 0 36 36 ".002" 37
"8078" ".0024542" 40 0 0 ".002" 37
"8079" ".0024542" 25 1 1 ".002" 37
"8080" ".0024542" 4 2 2 ".002" 37
"8081" ".0024542" 3 3 3 ".002" 37
"8082" ".0024542" 28 4 4 ".002" 37
"8083" ".0024542" 0 5 5 ".002" 37
"8084" ".0024542" 0 6 6 ".002" 37
"8085" ".0024542" 0 7 7 ".002" 37
"8086" ".0024542" 0 8 8 ".002" 37
"8087" ".0024542" 0 9 9 ".002" 37
"8088" ".0024542" 0 10 10 ".002" 37
"8089" ".0024542" 0 11 11 ".002" 37
"8090" ".0024542" 0 12 12 ".002" 37
"8091" ".0024542" 0 13 13 ".002" 37
"8092" ".0024542" 0 14 14 ".002" 37
"8093" ".0024542" 0 15 15 ".002" 37
"8094" ".0024542" 0 16 16 ".002" 37
"8095" ".0024542" 0 17 17 ".002" 37
"8096" ".0024542" 0 18 18 ".002" 37
"8097" ".0024542" 0 19 19 ".002" 37
"8098" ".0024542" 0 20 20 ".002" 37
"8099" ".0024542" 0 21 21 ".002" 37
"8100" ".0024542" 0 22 22 ".002" 37
"8101" ".0024542" 0 23 23 ".002" 37
"8102" ".0024542" 0 24 24 ".002" 37
"8103" ".0024542" 0 25 25 ".002" 37
"8104" ".0024542" 0 26 26 ".002" 37
"8105" ".0024542" 0 27 27 ".002" 37
"8106" ".0024542" 0 28 28 ".002" 37
"8107" ".0024542" 0 29 29 ".002" 37
"8108" ".0024542" 0 30 30 ".002" 37
"8109" ".0024542" 0 31 31 ".002" 37
"8110" ".0024542" 0 32 32 ".002" 37
"8111" ".0024542" 0 33 33 ".002" 37
"8112" ".0024542" 0 34 34 ".002" 37
"8113" ".0024542" 0 35 35 ".002" 37
"8114" ".0024542" 0 36 36 ".002" 37
"8115" ".0024543" 40 0 0 ".002" 37
"8116" ".0024543" 30 1 1 ".002" 37
"8117" ".0024543" 29 2 2 ".002" 37
"8118" ".0024543" 0 3 3 ".002" 37
"8119" ".0024543" 3 4 4 ".002" 37
"8120" ".0024543" 0 5 5 ".002" 37
"8121" ".0024543" 0 6 6 ".002" 37
"8122" ".0024543" 0 7 7 ".002" 37
"8123" ".0024543" 0 8 8 ".002" 37
"8124" ".0024543" 0 9 9 ".002" 37
"8125" ".0024543" 0 10 10 ".002" 37
"8126" ".0024543" 0 11 11 ".002" 37
"8127" ".0024543" 0 12 12 ".002" 37
"8128" ".0024543" 0 13 13 ".002" 37
"8129" ".0024543" 0 14 14 ".002" 37
"8130" ".0024543" 0 15 15 ".002" 37
"8131" ".0024543" 0 16 16 ".002" 37
"8132" ".0024543" 0 17 17 ".002" 37
"8133" ".0024543" 0 18 18 ".002" 37
"8134" ".0024543" 0 19 19 ".002" 37
"8135" ".0024543" 0 20 20 ".002" 37
"8136" ".0024543" 0 21 21 ".002" 37
"8137" ".0024543" 0 22 22 ".002" 37
"8138" ".0024543" 0 23 23 ".002" 37
"8139" ".0024543" 0 24 24 ".002" 37
"8140" ".0024543" 0 25 25 ".002" 37
"8141" ".0024543" 0 26 26 ".002" 37
"8142" ".0024543" 0 27 27 ".002" 37
"8143" ".0024543" 0 28 28 ".002" 37
"8144" ".0024543" 0 29 29 ".002" 37
"8145" ".0024543" 0 30 30 ".002" 37
"8146" ".0024543" 0 31 31 ".002" 37
"8147" ".0024543" 0 32 32 ".002" 37
"8148" ".0024543" 0 33 33 ".002" 37
"8149" ".0024543" 0 34 34 ".002" 37
"8150" ".0024543" 0 35 35 ".002" 37
"8151" ".0024543" 0 36 36 ".002" 37
"8227" ".0024546" 12 0 0 ".002" 38
"82281" ".0024546" 17 1 1 ".002" 38
"82291" ".0024546" 20 2 2 ".002" 38
"82301" ".0024546" 5 3 3 ".002" 38
"82311" ".0024546" 1 4 4 ".002" 38
"82321" ".0024546" 0 5 5 ".002" 38
"82331" ".0024546" 0 6 6 ".002" 38
"82341" ".0024546" 0 7 7 ".002" 38
"82351" ".0024546" 0 8 8 ".002" 38
"82361" ".0024546" 0 9 9 ".002" 38
"82371" ".0024546" 0 10 10 ".002" 38
"82381" ".0024546" 0 11 11 ".002" 38
"82391" ".0024546" 0 12 12 ".002" 38
"82401" ".0024546" 0 13 13 ".002" 38
"82411" ".0024546" 0 14 14 ".002" 38
"82421" ".0024546" 0 15 15 ".002" 38
"82431" ".0024546" 0 16 16 ".002" 38
"82441" ".0024546" 0 17 17 ".002" 38
"82451" ".0024546" 0 18 18 ".002" 38
"82461" ".0024546" 0 19 19 ".002" 38
"82471" ".0024546" 0 20 20 ".002" 38
"82481" ".0024546" 0 21 21 ".002" 38
"82491" ".0024546" 0 22 22 ".002" 38
"82501" ".0024546" 0 23 23 ".002" 38
"8251" ".0024546" 0 24 24 ".002" 38
"8252" ".0024546" 0 25 25 ".002" 38
"8253" ".0024546" 0 26 26 ".002" 38
"8254" ".0024546" 0 27 27 ".002" 38
"8255" ".0024546" 0 28 28 ".002" 38
"8256" ".0024546" 0 29 29 ".002" 38
"8257" ".0024546" 0 30 30 ".002" 38
"8258" ".0024546" 0 31 31 ".002" 38
"8259" ".0024546" 0 32 32 ".002" 38
"8260" ".0024546" 0 33 33 ".002" 38
"8261" ".0024546" 0 34 34 ".002" 38
"8262" ".0024546" 0 35 35 ".002" 38
"8263" ".0024546" 0 36 36 ".002" 38
"8264" ".0024546" 0 37 37 ".002" 38
"8495" ".0024553" 40 0 0 ".002" 39
"8496" ".0024553" 20 1 1 ".002" 39
"8497" ".0024553" 7 2 2 ".002" 39
"8498" ".0024553" 5 3 3 ".002" 39
"8499" ".0024553" 3 4 4 ".002" 39
"8500" ".0024553" 0 5 5 ".002" 39
"8501" ".0024553" 0 6 6 ".002" 39
"8502" ".0024553" 0 7 7 ".002" 39
"8503" ".0024553" 0 8 8 ".002" 39
"8504" ".0024553" 0 9 9 ".002" 39
"8505" ".0024553" 0 10 10 ".002" 39
"8506" ".0024553" 0 11 11 ".002" 39
"8507" ".0024553" 0 12 12 ".002" 39
"8508" ".0024553" 0 13 13 ".002" 39
"8509" ".0024553" 0 14 14 ".002" 39
"8510" ".0024553" 0 15 15 ".002" 39
"8511" ".0024553" 0 16 16 ".002" 39
"8512" ".0024553" 0 17 17 ".002" 39
"8513" ".0024553" 0 18 18 ".002" 39
"8514" ".0024553" 0 19 19 ".002" 39
"8515" ".0024553" 0 20 20 ".002" 39
"8516" ".0024553" 0 21 21 ".002" 39
"8517" ".0024553" 0 22 22 ".002" 39
"8518" ".0024553" 0 23 23 ".002" 39
"8519" ".0024553" 0 24 24 ".002" 39
"8520" ".0024553" 0 25 25 ".002" 39
"8521" ".0024553" 0 26 26 ".002" 39
"8522" ".0024553" 0 27 27 ".002" 39
"8523" ".0024553" 0 28 28 ".002" 39
"8524" ".0024553" 0 29 29 ".002" 39
"8525" ".0024553" 0 30 30 ".002" 39
"8526" ".0024553" 0 31 31 ".002" 39
"8527" ".0024553" 0 32 32 ".002" 39
"8528" ".0024553" 0 33 33 ".002" 39
"8529" ".0024553" 0 34 34 ".002" 39
"8530" ".0024553" 0 35 35 ".002" 39
"8531" ".0024553" 0 36 36 ".002" 39
"8532" ".0024553" 0 37 37 ".002" 39
"8533" ".0024553" 0 38 38 ".002" 39
"9007" ".0024566" 7 0 0 ".002" 40
"9008" ".0024566" 40 1 1 ".002" 40
"9009" ".0024566" 7 2 2 ".002" 40
"9010" ".0024566" 0 3 3 ".002" 40
"9011" ".0024566" 9 4 4 ".002" 40
"9012" ".0024566" 0 5 5 ".002" 40
"9013" ".0024566" 0 6 6 ".002" 40
"9014" ".0024566" 0 7 7 ".002" 40
"9015" ".0024566" 0 8 8 ".002" 40
"9016" ".0024566" 0 9 9 ".002" 40
"9017" ".0024566" 0 10 10 ".002" 40
"9018" ".0024566" 0 11 11 ".002" 40
"9019" ".0024566" 0 12 12 ".002" 40
"9020" ".0024566" 0 13 13 ".002" 40
"9021" ".0024566" 0 14 14 ".002" 40
"9022" ".0024566" 0 15 15 ".002" 40
"9023" ".0024566" 0 16 16 ".002" 40
"9024" ".0024566" 0 17 17 ".002" 40
"9025" ".0024566" 0 18 18 ".002" 40
"9026" ".0024566" 0 19 19 ".002" 40
"9027" ".0024566" 0 20 20 ".002" 40
"9028" ".0024566" 0 21 21 ".002" 40
"9029" ".0024566" 0 22 22 ".002" 40
"9030" ".0024566" 0 23 23 ".002" 40
"9031" ".0024566" 0 24 24 ".002" 40
"9032" ".0024566" 0 25 25 ".002" 40
"9033" ".0024566" 0 26 26 ".002" 40
"9034" ".0024566" 0 27 27 ".002" 40
"9035" ".0024566" 0 28 28 ".002" 40
"9036" ".0024566" 0 29 29 ".002" 40
"9037" ".0024566" 0 30 30 ".002" 40
"9038" ".0024566" 0 31 31 ".002" 40
"9039" ".0024566" 0 32 32 ".002" 40
"9040" ".0024566" 0 33 33 ".002" 40
"9041" ".0024566" 0 34 34 ".002" 40
"9042" ".0024566" 0 35 35 ".002" 40
"9043" ".0024566" 0 36 36 ".002" 40
"9044" ".0024566" 0 37 37 ".002" 40
"9045" ".0024566" 0 38 38 ".002" 40
"9046" ".0024566" 0 39 39 ".002" 40
"9087" ".0024568" 3 0 0 ".002" 40
"9088" ".0024568" 6 1 1 ".002" 40
"9089" ".0024568" 10 2 2 ".002" 40
"9090" ".0024568" 38 3 3 ".002" 40
"9091" ".0024568" 10 4 4 ".002" 40
"9092" ".0024568" 0 5 5 ".002" 40
"9093" ".0024568" 0 6 6 ".002" 40
"9094" ".0024568" 0 7 7 ".002" 40
"9095" ".0024568" 0 8 8 ".002" 40
"9096" ".0024568" 0 9 9 ".002" 40
"9097" ".0024568" 0 10 10 ".002" 40
"9098" ".0024568" 0 11 11 ".002" 40
"9099" ".0024568" 0 12 12 ".002" 40
"9100" ".0024568" 0 13 13 ".002" 40
"9101" ".0024568" 0 14 14 ".002" 40
"9102" ".0024568" 0 15 15 ".002" 40
"9103" ".0024568" 0 16 16 ".002" 40
"9104" ".0024568" 0 17 17 ".002" 40
"9105" ".0024568" 0 18 18 ".002" 40
"9106" ".0024568" 0 19 19 ".002" 40
"9107" ".0024568" 0 20 20 ".002" 40
"9108" ".0024568" 0 21 21 ".002" 40
"9109" ".0024568" 0 22 22 ".002" 40
"9110" ".0024568" 0 23 23 ".002" 40
"9111" ".0024568" 0 24 24 ".002" 40
"9112" ".0024568" 0 25 25 ".002" 40
"9113" ".0024568" 0 26 26 ".002" 40
"9114" ".0024568" 0 27 27 ".002" 40
"9115" ".0024568" 0 28 28 ".002" 40
"9116" ".0024568" 0 29 29 ".002" 40
"9117" ".0024568" 0 30 30 ".002" 40
"9118" ".0024568" 0 31 31 ".002" 40
"9119" ".0024568" 0 32 32 ".002" 40
"9120" ".0024568" 0 33 33 ".002" 40
"9121" ".0024568" 0 34 34 ".002" 40
"9122" ".0024568" 0 35 35 ".002" 40
"9123" ".0024568" 0 36 36 ".002" 40
"9124" ".0024568" 0 37 37 ".002" 40
"9125" ".0024568" 0 38 38 ".002" 40
"9126" ".0024568" 0 39 39 ".002" 40
"9287" ".0024573" 5 0 0 ".002" 40
"9288" ".0024573" 17 1 1 ".002" 40
"9289" ".0024573" 1 2 2 ".002" 40
"9290" ".0024573" 0 3 3 ".002" 40
"9291" ".0024573" 1 4 4 ".002" 40
"9292" ".0024573" 0 5 5 ".002" 40
"9293" ".0024573" 0 6 6 ".002" 40
"9294" ".0024573" 0 7 7 ".002" 40
"9295" ".0024573" 0 8 8 ".002" 40
"9296" ".0024573" 0 9 9 ".002" 40
"9297" ".0024573" 0 10 10 ".002" 40
"9298" ".0024573" 0 11 11 ".002" 40
"9299" ".0024573" 0 12 12 ".002" 40
"9300" ".0024573" 0 13 13 ".002" 40
"9301" ".0024573" 0 14 14 ".002" 40
"9302" ".0024573" 0 15 15 ".002" 40
"9303" ".0024573" 0 16 16 ".002" 40
"9304" ".0024573" 0 17 17 ".002" 40
"9305" ".0024573" 0 18 18 ".002" 40
"9306" ".0024573" 0 19 19 ".002" 40
"9307" ".0024573" 0 20 20 ".002" 40
"9308" ".0024573" 0 21 21 ".002" 40
"9309" ".0024573" 0 22 22 ".002" 40
"9310" ".0024573" 0 23 23 ".002" 40
"9311" ".0024573" 0 24 24 ".002" 40
"9312" ".0024573" 0 25 25 ".002" 40
"9313" ".0024573" 0 26 26 ".002" 40
"9314" ".0024573" 0 27 27 ".002" 40
"9315" ".0024573" 0 28 28 ".002" 40
"9316" ".0024573" 0 29 29 ".002" 40
"9317" ".0024573" 0 30 30 ".002" 40
"9318" ".0024573" 0 31 31 ".002" 40
"9319" ".0024573" 0 32 32 ".002" 40
"9320" ".0024573" 0 33 33 ".002" 40
"9321" ".0024573" 0 34 34 ".002" 40
"9322" ".0024573" 0 35 35 ".002" 40
"9323" ".0024573" 0 36 36 ".002" 40
"9324" ".0024573" 0 37 37 ".002" 40
"9325" ".0024573" 0 38 38 ".002" 40
"9326" ".0024573" 0 39 39 ".002" 40
"9887" ".0024588" 40 0 0 ".002" 40
"9888" ".0024588" 0 1 1 ".002" 40
"9889" ".0024588" 0 2 2 ".002" 40
"9890" ".0024588" 1 3 3 ".002" 40
"9891" ".0024588" 7 4 4 ".002" 40
"9892" ".0024588" 0 5 5 ".002" 40
"9893" ".0024588" 0 6 6 ".002" 40
"9894" ".0024588" 0 7 7 ".002" 40
"9895" ".0024588" 1 8 8 ".002" 40
"9896" ".0024588" 0 9 9 ".002" 40
"9897" ".0024588" 0 10 10 ".002" 40
"9898" ".0024588" 0 11 11 ".002" 40
"9899" ".0024588" 0 12 12 ".002" 40
"9900" ".0024588" 0 13 13 ".002" 40
"9901" ".0024588" 0 14 14 ".002" 40
"9902" ".0024588" 0 15 15 ".002" 40
"9903" ".0024588" 0 16 16 ".002" 40
"9904" ".0024588" 0 17 17 ".002" 40
"9905" ".0024588" 0 18 18 ".002" 40
"9906" ".0024588" 0 19 19 ".002" 40
"9907" ".0024588" 0 20 20 ".002" 40
"9908" ".0024588" 0 21 21 ".002" 40
"9909" ".0024588" 0 22 22 ".002" 40
"9910" ".0024588" 0 23 23 ".002" 40
"9911" ".0024588" 0 24 24 ".002" 40
"9912" ".0024588" 0 25 25 ".002" 40
"9913" ".0024588" 0 26 26 ".002" 40
"9914" ".0024588" 0 27 27 ".002" 40
"9915" ".0024588" 0 28 28 ".002" 40
"9916" ".0024588" 0 29 29 ".002" 40
"9917" ".0024588" 0 30 30 ".002" 40
"9918" ".0024588" 0 31 31 ".002" 40
"9919" ".0024588" 0 32 32 ".002" 40
"9920" ".0024588" 0 33 33 ".002" 40
"9921" ".0024588" 0 34 34 ".002" 40
"9922" ".0024588" 0 35 35 ".002" 40
"9923" ".0024588" 0 36 36 ".002" 40
"9924" ".0024588" 0 37 37 ".002" 40
"9925" ".0024588" 0 38 38 ".002" 40
"9926" ".0024588" 0 39 39 ".002" 40
"10127" ".0024594" 40 0 0 ".002" 40
"10128" ".0024594" 28 1 1 ".002" 40
"10129" ".0024594" 12 2 2 ".002" 40
"10130" ".0024594" 6 3 3 ".002" 40
"10131" ".0024594" 6 4 4 ".002" 40
"10132" ".0024594" 0 5 5 ".002" 40
"10133" ".0024594" 0 6 6 ".002" 40
"10134" ".0024594" 0 7 7 ".002" 40
"10135" ".0024594" 0 8 8 ".002" 40
"10136" ".0024594" 0 9 9 ".002" 40
"10137" ".0024594" 0 10 10 ".002" 40
"10138" ".0024594" 0 11 11 ".002" 40
"10139" ".0024594" 0 12 12 ".002" 40
"10140" ".0024594" 0 13 13 ".002" 40
"10141" ".0024594" 0 14 14 ".002" 40
"10142" ".0024594" 0 15 15 ".002" 40
"10143" ".0024594" 0 16 16 ".002" 40
"10144" ".0024594" 0 17 17 ".002" 40
"10145" ".0024594" 0 18 18 ".002" 40
"10146" ".0024594" 0 19 19 ".002" 40
"10147" ".0024594" 0 20 20 ".002" 40
"10148" ".0024594" 0 21 21 ".002" 40
"10149" ".0024594" 0 22 22 ".002" 40
"10150" ".0024594" 0 23 23 ".002" 40
"10151" ".0024594" 0 24 24 ".002" 40
"10152" ".0024594" 0 25 25 ".002" 40
"10153" ".0024594" 0 26 26 ".002" 40
"10154" ".0024594" 0 27 27 ".002" 40
"10155" ".0024594" 0 28 28 ".002" 40
"10156" ".0024594" 0 29 29 ".002" 40
"10157" ".0024594" 0 30 30 ".002" 40
"10158" ".0024594" 0 31 31 ".002" 40
"10159" ".0024594" 0 32 32 ".002" 40
"10160" ".0024594" 0 33 33 ".002" 40
"10161" ".0024594" 0 34 34 ".002" 40
"10162" ".0024594" 0 35 35 ".002" 40
"10163" ".0024594" 0 36 36 ".002" 40
"10164" ".0024594" 0 37 37 ".002" 40
"10165" ".0024594" 0 38 38 ".002" 40
"10166" ".0024594" 0 39 39 ".002" 40
"10327" ".0024599" 40 0 0 ".002" 40
"10328" ".0024599" 6 1 1 ".002" 40
"10329" ".0024599" 17 2 2 ".002" 40
"10330" ".0024599" 40 3 3 ".002" 40
"10331" ".0024599" 15 4 4 ".002" 40
"10332" ".0024599" 0 5 5 ".002" 40
"10333" ".0024599" 0 6 6 ".002" 40
"10334" ".0024599" 0 7 7 ".002" 40
"10335" ".0024599" 0 8 8 ".002" 40
"10336" ".0024599" 0 9 9 ".002" 40
"10337" ".0024599" 0 10 10 ".002" 40
"10338" ".0024599" 0 11 11 ".002" 40
"10339" ".0024599" 0 12 12 ".002" 40
"10340" ".0024599" 0 13 13 ".002" 40
"10341" ".0024599" 0 14 14 ".002" 40
"10342" ".0024599" 0 15 15 ".002" 40
"10343" ".0024599" 0 16 16 ".002" 40
"10344" ".0024599" 0 17 17 ".002" 40
"10345" ".0024599" 0 18 18 ".002" 40
"10346" ".0024599" 0 19 19 ".002" 40
"10347" ".0024599" 0 20 20 ".002" 40
"10348" ".0024599" 0 21 21 ".002" 40
"10349" ".0024599" 0 22 22 ".002" 40
"10350" ".0024599" 0 23 23 ".002" 40
"10351" ".0024599" 0 24 24 ".002" 40
"10352" ".0024599" 0 25 25 ".002" 40
"10353" ".0024599" 0 26 26 ".002" 40
"10354" ".0024599" 0 27 27 ".002" 40
"10355" ".0024599" 0 28 28 ".002" 40
"10356" ".0024599" 0 29 29 ".002" 40
"10357" ".0024599" 0 30 30 ".002" 40
"10358" ".0024599" 0 31 31 ".002" 40
"10359" ".0024599" 0 32 32 ".002" 40
"10360" ".0024599" 0 33 33 ".002" 40
"10361" ".0024599" 0 34 34 ".002" 40
"10362" ".0024599" 0 35 35 ".002" 40
"10363" ".0024599" 0 36 36 ".002" 40
"10364" ".0024599" 0 37 37 ".002" 40
"10365" ".0024599" 0 38 38 ".002" 40
"10366" ".0024599" 0 39 39 ".002" 40
"104471" ".0024602" 35 0 0 ".002" 40
"104481" ".0024602" 40 1 1 ".002" 40
"104491" ".0024602" 0 2 2 ".002" 40
"104501" ".0024602" 9 3 3 ".002" 40
"104511" ".0024602" 6 4 4 ".002" 40
"104521" ".0024602" 0 5 5 ".002" 40
"104531" ".0024602" 0 6 6 ".002" 40
"104541" ".0024602" 0 7 7 ".002" 40
"104551" ".0024602" 0 8 8 ".002" 40
"104561" ".0024602" 0 9 9 ".002" 40
"104571" ".0024602" 0 10 10 ".002" 40
"104581" ".0024602" 0 11 11 ".002" 40
"104591" ".0024602" 0 12 12 ".002" 40
"104601" ".0024602" 0 13 13 ".002" 40
"104611" ".0024602" 0 14 14 ".002" 40
"104621" ".0024602" 0 15 15 ".002" 40
"104631" ".0024602" 0 16 16 ".002" 40
"104641" ".0024602" 0 17 17 ".002" 40
"104651" ".0024602" 0 18 18 ".002" 40
"104661" ".0024602" 0 19 19 ".002" 40
"104671" ".0024602" 0 20 20 ".002" 40
"104681" ".0024602" 0 21 21 ".002" 40
"104691" ".0024602" 0 22 22 ".002" 40
"104701" ".0024602" 0 23 23 ".002" 40
"104711" ".0024602" 0 24 24 ".002" 40
"104721" ".0024602" 0 25 25 ".002" 40
"104731" ".0024602" 0 26 26 ".002" 40
"104741" ".0024602" 0 27 27 ".002" 40
"104751" ".0024602" 0 28 28 ".002" 40
"104761" ".0024602" 0 29 29 ".002" 40
"104771" ".0024602" 0 30 30 ".002" 40
"104781" ".0024602" 0 31 31 ".002" 40
"104791" ".0024602" 0 32 32 ".002" 40
"104801" ".0024602" 0 33 33 ".002" 40
"104811" ".0024602" 0 34 34 ".002" 40
"104821" ".0024602" 0 35 35 ".002" 40
"104831" ".0024602" 0 36 36 ".002" 40
"104841" ".0024602" 0 37 37 ".002" 40
"104851" ".0024602" 0 38 38 ".002" 40
"104861" ".0024602" 0 39 39 ".002" 40
"10807" ".0024611" 40 0 0 ".002" 40
"10808" ".0024611" 40 1 1 ".002" 40
"10809" ".0024611" 40 2 2 ".002" 40
"10810" ".0024611" 0 3 3 ".002" 40
"10811" ".0024611" 9 4 4 ".002" 40
"10812" ".0024611" 0 5 5 ".002" 40
"10813" ".0024611" 0 6 6 ".002" 40
"10814" ".0024611" 0 7 7 ".002" 40
"10815" ".0024611" 0 8 8 ".002" 40
"10816" ".0024611" 0 9 9 ".002" 40
"10817" ".0024611" 0 10 10 ".002" 40
"10818" ".0024611" 0 11 11 ".002" 40
"10819" ".0024611" 0 12 12 ".002" 40
"10820" ".0024611" 0 13 13 ".002" 40
"10821" ".0024611" 0 14 14 ".002" 40
"10822" ".0024611" 0 15 15 ".002" 40
"10823" ".0024611" 0 16 16 ".002" 40
"10824" ".0024611" 0 17 17 ".002" 40
"10825" ".0024611" 0 18 18 ".002" 40
"10826" ".0024611" 0 19 19 ".002" 40
"10827" ".0024611" 0 20 20 ".002" 40
"10828" ".0024611" 0 21 21 ".002" 40
"10829" ".0024611" 0 22 22 ".002" 40
"10830" ".0024611" 0 23 23 ".002" 40
"10831" ".0024611" 0 24 24 ".002" 40
"10832" ".0024611" 0 25 25 ".002" 40
"10833" ".0024611" 0 26 26 ".002" 40
"10834" ".0024611" 0 27 27 ".002" 40
"10835" ".0024611" 0 28 28 ".002" 40
"10836" ".0024611" 0 29 29 ".002" 40
"10837" ".0024611" 0 30 30 ".002" 40
"10838" ".0024611" 0 31 31 ".002" 40
"10839" ".0024611" 0 32 32 ".002" 40
"10840" ".0024611" 0 33 33 ".002" 40
"10841" ".0024611" 0 34 34 ".002" 40
"10842" ".0024611" 0 35 35 ".002" 40
"10843" ".0024611" 0 36 36 ".002" 40
"10844" ".0024611" 0 37 37 ".002" 40
"10845" ".0024611" 0 38 38 ".002" 40
"10846" ".0024611" 0 39 39 ".002" 40
"11007" ".0024616" 40 0 0 ".002" 40
"11008" ".0024616" 11 1 1 ".002" 40
"11009" ".0024616" 26 2 2 ".002" 40
"11010" ".0024616" 17 3 3 ".002" 40
"11011" ".0024616" 3 4 4 ".002" 40
"11012" ".0024616" 0 5 5 ".002" 40
"11013" ".0024616" 0 6 6 ".002" 40
"11014" ".0024616" 0 7 7 ".002" 40
"11015" ".0024616" 0 8 8 ".002" 40
"11016" ".0024616" 0 9 9 ".002" 40
"11017" ".0024616" 0 10 10 ".002" 40
"11018" ".0024616" 0 11 11 ".002" 40
"11019" ".0024616" 0 12 12 ".002" 40
"11020" ".0024616" 0 13 13 ".002" 40
"11021" ".0024616" 0 14 14 ".002" 40
"11022" ".0024616" 0 15 15 ".002" 40
"11023" ".0024616" 0 16 16 ".002" 40
"11024" ".0024616" 0 17 17 ".002" 40
"11025" ".0024616" 0 18 18 ".002" 40
"11026" ".0024616" 0 19 19 ".002" 40
"11027" ".0024616" 0 20 20 ".002" 40
"11028" ".0024616" 0 21 21 ".002" 40
"11029" ".0024616" 0 22 22 ".002" 40
"11030" ".0024616" 0 23 23 ".002" 40
"11031" ".0024616" 0 24 24 ".002" 40
"11032" ".0024616" 0 25 25 ".002" 40
"11033" ".0024616" 0 26 26 ".002" 40
"11034" ".0024616" 0 27 27 ".002" 40
"11035" ".0024616" 0 28 28 ".002" 40
"11036" ".0024616" 0 29 29 ".002" 40
"11037" ".0024616" 0 30 30 ".002" 40
"11038" ".0024616" 0 31 31 ".002" 40
"11039" ".0024616" 0 32 32 ".002" 40
"11040" ".0024616" 0 33 33 ".002" 40
"11041" ".0024616" 0 34 34 ".002" 40
"11042" ".0024616" 0 35 35 ".002" 40
"11043" ".0024616" 0 36 36 ".002" 40
"11044" ".0024616" 0 37 37 ".002" 40
"11045" ".0024616" 0 38 38 ".002" 40
"11046" ".0024616" 0 39 39 ".002" 40
"11207" ".0024621" 40 0 0 ".002" 40
"112081" ".0024621" 3 1 1 ".002" 40
"112091" ".0024621" 17 2 2 ".002" 40
"112101" ".0024621" 16 3 3 ".002" 40
"112111" ".0024621" 0 4 4 ".002" 40
"112121" ".0024621" 0 5 5 ".002" 40
"112131" ".0024621" 0 6 6 ".002" 40
"112141" ".0024621" 0 7 7 ".002" 40
"112151" ".0024621" 0 8 8 ".002" 40
"112161" ".0024621" 0 9 9 ".002" 40
"112171" ".0024621" 0 10 10 ".002" 40
"112181" ".0024621" 0 11 11 ".002" 40
"112191" ".0024621" 0 12 12 ".002" 40
"112201" ".0024621" 0 13 13 ".002" 40
"112211" ".0024621" 0 14 14 ".002" 40
"112221" ".0024621" 0 15 15 ".002" 40
"112231" ".0024621" 0 16 16 ".002" 40
"112241" ".0024621" 0 17 17 ".002" 40
"112251" ".0024621" 0 18 18 ".002" 40
"112261" ".0024621" 0 19 19 ".002" 40
"112271" ".0024621" 0 20 20 ".002" 40
"112281" ".0024621" 0 21 21 ".002" 40
"112291" ".0024621" 0 22 22 ".002" 40
"112301" ".0024621" 0 23 23 ".002" 40
"112311" ".0024621" 0 24 24 ".002" 40
"112321" ".0024621" 0 25 25 ".002" 40
"112331" ".0024621" 0 26 26 ".002" 40
"112341" ".0024621" 0 27 27 ".002" 40
"112351" ".0024621" 0 28 28 ".002" 40
"112361" ".0024621" 0 29 29 ".002" 40
"112371" ".0024621" 0 30 30 ".002" 40
"112381" ".0024621" 0 31 31 ".002" 40
"112391" ".0024621" 0 32 32 ".002" 40
"112401" ".0024621" 0 33 33 ".002" 40
"112411" ".0024621" 0 34 34 ".002" 40
"112421" ".0024621" 0 35 35 ".002" 40
"112431" ".0024621" 0 36 36 ".002" 40
"112441" ".0024621" 0 37 37 ".002" 40
"112451" ".0024621" 0 38 38 ".002" 40
"112461" ".0024621" 0 39 39 ".002" 40
"11327" ".0024624" 39 0 0 ".002" 40
"11328" ".0024624" 40 1 1 ".002" 40
"11329" ".0024624" 40 2 2 ".002" 40
