"ID" "ageAtDeath" "maternalAge" "paternalAge" "mutProb" "na"
"803" ".0013698" 40 4 4 ".001" 8
"804" ".0013698" 38 5 5 ".001" 8
"805" ".0013698" 40 6 6 ".001" 8
"806" ".0013698" 0 7 7 ".001" 8
"823" ".0013701" 40 0 0 ".001" 8
"824" ".0013701" 40 1 1 ".001" 8
"825" ".0013701" 16 2 2 ".001" 8
"826" ".0013701" 40 3 3 ".001" 8
"827" ".0013701" 8 4 4 ".001" 8
"828" ".0013701" 11 5 5 ".001" 8
"829" ".0013701" 40 6 6 ".001" 8
"830" ".0013701" 28 7 7 ".001" 8
"903" ".0013711" 40 0 0 ".001" 8
"904" ".0013711" 0 1 1 ".001" 8
"905" ".0013711" 20 2 2 ".001" 8
"906" ".0013711" 40 3 3 ".001" 8
"907" ".0013711" 11 4 4 ".001" 8
"908" ".0013711" 10 5 5 ".001" 8
"909" ".0013711" 1 6 6 ".001" 8
"910" ".0013711" 40 7 7 ".001" 8
"943" ".0013716" 40 0 0 ".001" 8
"944" ".0013716" 40 1 1 ".001" 8
"945" ".0013716" 15 2 2 ".001" 8
"946" ".0013716" 33 3 3 ".001" 8
"947" ".0013716" 2 4 4 ".001" 8
"948" ".0013716" 11 5 5 ".001" 8
"949" ".0013716" 2 6 6 ".001" 8
"950" ".0013716" 40 7 7 ".001" 8
"967" ".0013719" 40 0 0 ".001" 8
"968" ".0013719" 40 1 1 ".001" 8
"969" ".0013719" 5 2 2 ".001" 8
"970" ".0013719" 35 3 3 ".001" 8
"971" ".0013719" 40 4 4 ".001" 8
"972" ".0013719" 27 5 5 ".001" 8
"973" ".0013719" 40 6 6 ".001" 8
"974" ".0013719" 9 7 7 ".001" 8
"1068" ".0013731" 40 0 0 ".001" 9
"1069" ".0013731" 2 1 1 ".001" 9
"1070" ".0013731" 40 2 2 ".001" 9
"1071" ".0013731" 40 3 3 ".001" 9
"1072" ".0013731" 34 4 4 ".001" 9
"1073" ".0013731" 40 5 5 ".001" 9
"1074" ".0013731" 40 6 6 ".001" 9
"1075" ".0013731" 8 7 7 ".001" 9
"1076" ".0013731" 22 8 8 ".001" 9
"1131" ".0013738" 40 0 0 ".001" 9
"1132" ".0013738" 15 1 1 ".001" 9
"1133" ".0013738" 23 2 2 ".001" 9
"1134" ".0013738" 40 3 3 ".001" 9
"1135" ".0013738" 20 4 4 ".001" 9
"1136" ".0013738" 40 5 5 ".001" 9
"1137" ".0013738" 40 6 6 ".001" 9
"1138" ".0013738" 7 7 7 ".001" 9
"1139" ".0013738" 7 8 8 ".001" 9
"1167" ".0013742" 40 0 0 ".001" 9
"1168" ".0013742" 40 1 1 ".001" 9
"1169" ".0013742" 40 2 2 ".001" 9
"1170" ".0013742" 40 3 3 ".001" 9
"1171" ".0013742" 11 4 4 ".001" 9
"1172" ".0013742" 13 5 5 ".001" 9
"1173" ".0013742" 1 6 6 ".001" 9
"1174" ".0013742" 1 7 7 ".001" 9
"1175" ".0013742" 13 8 8 ".001" 9
"1221" ".0013748" 40 0 0 ".001" 9
"1222" ".0013748" 40 1 1 ".001" 9
"1223" ".0013748" 15 2 2 ".001" 9
"1224" ".0013748" 10 3 3 ".001" 9
"1225" ".0013748" 5 4 4 ".001" 9
"1226" ".0013748" 4 5 5 ".001" 9
"1227" ".0013748" 40 6 6 ".001" 9
"1228" ".0013748" 5 7 7 ".001" 9
"1229" ".0013748" 4 8 8 ".001" 9
"1302" ".0013757" 40 0 0 ".001" 9
"1303" ".0013757" 40 1 1 ".001" 9
"1304" ".0013757" 1 2 2 ".001" 9
"1305" ".0013757" 12 3 3 ".001" 9
"1306" ".0013757" 13 4 4 ".001" 9
"1307" ".0013757" 40 5 5 ".001" 9
"1308" ".0013757" 8 6 6 ".001" 9
"1309" ".0013757" 40 7 7 ".001" 9
"1310" ".0013757" 18 8 8 ".001" 9
"1365" ".0013764" 24 0 0 ".001" 9
"1366" ".0013764" 40 1 1 ".001" 9
"1367" ".0013764" 40 2 2 ".001" 9
"1368" ".0013764" 27 3 3 ".001" 9
"1369" ".0013764" 16 4 4 ".001" 9
"1370" ".0013764" 38 5 5 ".001" 9
"1371" ".0013764" 29 6 6 ".001" 9
"1372" ".0013764" 17 7 7 ".001" 9
"1373" ".0013764" 7 8 8 ".001" 9
"1419" ".0013770" 40 0 0 ".001" 9
"1420" ".0013770" 40 1 1 ".001" 9
"1421" ".0013770" 25 2 2 ".001" 9
"1422" ".0013770" 40 3 3 ".001" 9
"1423" ".0013770" 8 4 4 ".001" 9
"1424" ".0013770" 9 5 5 ".001" 9
"1425" ".0013770" 9 6 6 ".001" 9
"1426" ".0013770" 11 7 7 ".001" 9
"1427" ".0013770" 18 8 8 ".001" 9
"1482" ".0013777" 14 0 0 ".001" 9
"1483" ".0013777" 5 1 1 ".001" 9
"1484" ".0013777" 21 2 2 ".001" 9
"1485" ".0013777" 6 3 3 ".001" 9
"1486" ".0013777" 0 4 4 ".001" 9
"1487" ".0013777" 28 5 5 ".001" 9
"1488" ".0013777" 24 6 6 ".001" 9
"1489" ".0013777" 8 7 7 ".001" 9
"1490" ".0013777" 3 8 8 ".001" 9
"1545" ".0013784" 40 0 0 ".001" 9
"1546" ".0013784" 30 1 1 ".001" 9
"1547" ".0013784" 40 2 2 ".001" 9
"1548" ".0013784" 40 3 3 ".001" 9
"1549" ".0013784" 40 4 4 ".001" 9
"1550" ".0013784" 13 5 5 ".001" 9
"1551" ".0013784" 40 6 6 ".001" 9
"1552" ".0013784" 40 7 7 ".001" 9
"1553" ".0013784" 0 8 8 ".001" 9
"1572" ".0013787" 40 0 0 ".001" 9
"1573" ".0013787" 8 1 1 ".001" 9
"1574" ".0013787" 29 2 2 ".001" 9
"1575" ".0013787" 40 3 3 ".001" 9
"1576" ".0013787" 9 4 4 ".001" 9
"1577" ".0013787" 40 5 5 ".001" 9
"1578" ".0013787" 23 6 6 ".001" 9
"1579" ".0013787" 0 7 7 ".001" 9
"1580" ".0013787" 5 8 8 ".001" 9
"1590" ".0013789" 40 0 0 ".001" 10
"1591" ".0013789" 20 1 1 ".001" 10
"1592" ".0013789" 40 2 2 ".001" 10
"1593" ".0013789" 1 3 3 ".001" 10
"1594" ".0013789" 40 4 4 ".001" 10
"1595" ".0013789" 0 5 5 ".001" 10
"1596" ".0013789" 35 6 6 ".001" 10
"1597" ".0013789" 9 7 7 ".001" 10
"1598" ".0013789" 17 8 8 ".001" 10
"1599" ".0013789" 11 9 9 ".001" 10
"1600" ".0013790" 8 0 0 ".001" 10
"1601" ".0013790" 22 1 1 ".001" 10
"1602" ".0013790" 26 2 2 ".001" 10
"1603" ".0013790" 12 3 3 ".001" 10
"1604" ".0013790" 40 4 4 ".001" 10
"1605" ".0013790" 4 5 5 ".001" 10
"1606" ".0013790" 6 6 6 ".001" 10
"1607" ".0013790" 19 7 7 ".001" 10
"1608" ".0013790" 7 8 8 ".001" 10
"1609" ".0013790" 13 9 9 ".001" 10
"1750" ".0013805" 40 0 0 ".001" 10
"1751" ".0013805" 9 1 1 ".001" 10
"1752" ".0013805" 40 2 2 ".001" 10
"1753" ".0013805" 40 3 3 ".001" 10
"1754" ".0013805" 40 4 4 ".001" 10
"1755" ".0013805" 40 5 5 ".001" 10
"1756" ".0013805" 4 6 6 ".001" 10
"1757" ".0013805" 15 7 7 ".001" 10
"1758" ".0013805" 40 8 8 ".001" 10
"1759" ".0013805" 4 9 9 ".001" 10
"1760" ".0013806" 27 0 0 ".001" 10
"1761" ".0013806" 2 1 1 ".001" 10
"1762" ".0013806" 34 2 2 ".001" 10
"1763" ".0013806" 9 3 3 ".001" 10
"1764" ".0013806" 15 4 4 ".001" 10
"1765" ".0013806" 40 5 5 ".001" 10
"1766" ".0013806" 37 6 6 ".001" 10
"1767" ".0013806" 40 7 7 ".001" 10
"1768" ".0013806" 0 8 8 ".001" 10
"1769" ".0013806" 26 9 9 ".001" 10
"2060" ".0013836" 40 0 0 ".001" 10
"2061" ".0013836" 40 1 1 ".001" 10
"2062" ".0013836" 18 2 2 ".001" 10
"2063" ".0013836" 15 3 3 ".001" 10
"2064" ".0013836" 2 4 4 ".001" 10
"2065" ".0013836" 40 5 5 ".001" 10
"2066" ".0013836" 5 6 6 ".001" 10
"2067" ".0013836" 1 7 7 ".001" 10
"2068" ".0013836" 4 8 8 ".001" 10
"2069" ".0013836" 1 9 9 ".001" 10
"2100" ".0013840" 40 0 0 ".001" 10
"2101" ".0013840" 13 1 1 ".001" 10
"2102" ".0013840" 19 2 2 ".001" 10
"2103" ".0013840" 12 3 3 ".001" 10
"2104" ".0013840" 4 4 4 ".001" 10
"2105" ".0013840" 31 5 5 ".001" 10
"2106" ".0013840" 12 6 6 ".001" 10
"2107" ".0013840" 7 7 7 ".001" 10
"2108" ".0013840" 12 8 8 ".001" 10
"2109" ".0013840" 17 9 9 ".001" 10
"2130" ".0013843" 40 0 0 ".001" 11
"2131" ".0013843" 26 1 1 ".001" 11
"2132" ".0013843" 9 2 2 ".001" 11
"2133" ".0013843" 32 3 3 ".001" 11
"2134" ".0013843" 37 4 4 ".001" 11
"2135" ".0013843" 32 5 5 ".001" 11
"2136" ".0013843" 10 6 6 ".001" 11
"2137" ".0013843" 4 7 7 ".001" 11
"2138" ".0013843" 40 8 8 ".001" 11
"2139" ".0013843" 19 9 9 ".001" 11
"2140" ".0013843" 1 10 10 ".001" 11
"2185" ".0013848" 30 0 0 ".001" 11
"2186" ".0013848" 39 1 1 ".001" 11
"2187" ".0013848" 1 2 2 ".001" 11
"2188" ".0013848" 3 3 3 ".001" 11
"2189" ".0013848" 8 4 4 ".001" 11
"2190" ".0013848" 3 5 5 ".001" 11
"2191" ".0013848" 9 6 6 ".001" 11
"2192" ".0013848" 8 7 7 ".001" 11
"2193" ".0013848" 23 8 8 ".001" 11
"2194" ".0013848" 8 9 9 ".001" 11
"2195" ".0013848" 7 10 10 ".001" 11
"2361" ".0013864" 7 0 0 ".001" 11
"2362" ".0013864" 2 1 1 ".001" 11
"2363" ".0013864" 2 2 2 ".001" 11
"2364" ".0013864" 0 3 3 ".001" 11
"2365" ".0013864" 1 4 4 ".001" 11
"2366" ".0013864" 17 5 5 ".001" 11
"2367" ".0013864" 11 6 6 ".001" 11
"2368" ".0013864" 9 7 7 ".001" 11
"2369" ".0013864" 16 8 8 ".001" 11
"2370" ".0013864" 2 9 9 ".001" 11
"2371" ".0013864" 21 10 10 ".001" 11
"2394" ".0013867" 40 0 0 ".001" 11
"2395" ".0013867" 40 1 1 ".001" 11
"2396" ".0013867" 40 2 2 ".001" 11
"2397" ".0013867" 2 3 3 ".001" 11
"2398" ".0013867" 40 4 4 ".001" 11
"2399" ".0013867" 40 5 5 ".001" 11
"2400" ".0013867" 17 6 6 ".001" 11
"2401" ".0013867" 19 7 7 ".001" 11
"2402" ".0013867" 26 8 8 ".001" 11
"2403" ".0013867" 40 9 9 ".001" 11
"2404" ".0013867" 13 10 10 ".001" 11
"2482" ".0013875" 40 0 0 ".001" 11
"2483" ".0013875" 40 1 1 ".001" 11
"2484" ".0013875" 40 2 2 ".001" 11
"2485" ".0013875" 2 3 3 ".001" 11
"2486" ".0013875" 11 4 4 ".001" 11
"2487" ".0013875" 7 5 5 ".001" 11
"2488" ".0013875" 4 6 6 ".001" 11
"2489" ".0013875" 19 7 7 ".001" 11
"2490" ".0013875" 13 8 8 ".001" 11
"2491" ".0013875" 3 9 9 ".001" 11
"2492" ".0013875" 0 10 10 ".001" 11
"2656" ".0013890" 4 0 0 ".001" 12
"2657" ".0013890" 23 1 1 ".001" 12
"2658" ".0013890" 1 2 2 ".001" 12
"2659" ".0013890" 0 3 3 ".001" 12
"2660" ".0013890" 31 4 4 ".001" 12
"2661" ".0013890" 8 5 5 ".001" 12
"2662" ".0013890" 40 6 6 ".001" 12
"2663" ".0013890" 12 7 7 ".001" 12
"2664" ".0013890" 37 8 8 ".001" 12
"2665" ".0013890" 3 9 9 ".001" 12
"2666" ".0013890" 1 10 10 ".001" 12
"2667" ".0013890" 9 11 11 ".001" 12
"2692" ".0013893" 40 0 0 ".001" 12
"2693" ".0013893" 1 1 1 ".001" 12
"2694" ".0013893" 9 2 2 ".001" 12
"2695" ".0013893" 0 3 3 ".001" 12
"2696" ".0013893" 3 4 4 ".001" 12
"2697" ".0013893" 23 5 5 ".001" 12
"2698" ".0013893" 24 6 6 ".001" 12
"2699" ".0013893" 10 7 7 ".001" 12
"2700" ".0013893" 12 8 8 ".001" 12
"2701" ".0013893" 8 9 9 ".001" 12
"2702" ".0013893" 6 10 10 ".001" 12
"2703" ".0013893" 1 11 11 ".001" 12
"2824" ".0013904" 40 0 0 ".001" 12
"2825" ".0013904" 36 1 1 ".001" 12
"2826" ".0013904" 40 2 2 ".001" 12
"2827" ".0013904" 39 3 3 ".001" 12
"2828" ".0013904" 20 4 4 ".001" 12
"2829" ".0013904" 30 5 5 ".001" 12
"2830" ".0013904" 40 6 6 ".001" 12
"2831" ".0013904" 28 7 7 ".001" 12
"2832" ".0013904" 6 8 8 ".001" 12
"2833" ".0013904" 0 9 9 ".001" 12
"2834" ".0013904" 6 10 10 ".001" 12
"2835" ".0013904" 2 11 11 ".001" 12
"3162" ".0013931" 40 0 0 ".001" 13
"3163" ".0013931" 38 1 1 ".001" 13
"3164" ".0013931" 40 2 2 ".001" 13
"3165" ".0013931" 36 3 3 ".001" 13
"3166" ".0013931" 40 4 4 ".001" 13
"3167" ".0013931" 40 5 5 ".001" 13
"3168" ".0013931" 0 6 6 ".001" 13
"3169" ".0013931" 3 7 7 ".001" 13
"3170" ".0013931" 27 8 8 ".001" 13
"3171" ".0013931" 1 9 9 ".001" 13
"3172" ".0013931" 3 10 10 ".001" 13
"3173" ".0013931" 2 11 11 ".001" 13
"3174" ".0013931" 1 12 12 ".001" 13
"3514" ".0013958" 13 0 0 ".001" 14
"3515" ".0013958" 19 1 1 ".001" 14
"3516" ".0013958" 16 2 2 ".001" 14
"3517" ".0013958" 6 3 3 ".001" 14
"3518" ".0013958" 8 4 4 ".001" 14
"3519" ".0013958" 10 5 5 ".001" 14
"3520" ".0013958" 1 6 6 ".001" 14
"3521" ".0013958" 11 7 7 ".001" 14
"3522" ".0013958" 24 8 8 ".001" 14
"3523" ".0013958" 8 9 9 ".001" 14
"3524" ".0013958" 14 10 10 ".001" 14
"3525" ".0013958" 0 11 11 ".001" 14
"3526" ".0013958" 2 12 12 ".001" 14
"3527" ".0013958" 0 13 13 ".001" 14
"3528" ".0013959" 16 0 0 ".001" 14
"3529" ".0013959" 23 1 1 ".001" 14
"3530" ".0013959" 8 2 2 ".001" 14
"3531" ".0013959" 13 3 3 ".001" 14
"3532" ".0013959" 12 4 4 ".001" 14
"3533" ".0013959" 11 5 5 ".001" 14
"3534" ".0013959" 0 6 6 ".001" 14
"3535" ".0013959" 3 7 7 ".001" 14
"3536" ".0013959" 2 8 8 ".001" 14
"3537" ".0013959" 20 9 9 ".001" 14
"3538" ".0013959" 9 10 10 ".001" 14
"3539" ".0013959" 17 11 11 ".001" 14
"3540" ".0013959" 5 12 12 ".001" 14
"3541" ".0013959" 0 13 13 ".001" 14
"3570" ".0013962" 40 0 0 ".001" 14
"3571" ".0013962" 6 1 1 ".001" 14
"3572" ".0013962" 40 2 2 ".001" 14
"3573" ".0013962" 11 3 3 ".001" 14
"3574" ".0013962" 40 4 4 ".001" 14
"3575" ".0013962" 36 5 5 ".001" 14
"3576" ".0013962" 1 6 6 ".001" 14
"3577" ".0013962" 29 7 7 ".001" 14
"3578" ".0013962" 14 8 8 ".001" 14
"3579" ".0013962" 10 9 9 ".001" 14
"3580" ".0013962" 0 10 10 ".001" 14
"3581" ".0013962" 13 11 11 ".001" 14
"3582" ".0013962" 4 12 12 ".001" 14
"3583" ".0013962" 1 13 13 ".001" 14
"3724" ".0013973" 40 0 0 ".001" 14
"3725" ".0013973" 34 1 1 ".001" 14
"3726" ".0013973" 7 2 2 ".001" 14
"3727" ".0013973" 40 3 3 ".001" 14
"3728" ".0013973" 1 4 4 ".001" 14
"3729" ".0013973" 40 5 5 ".001" 14
"3730" ".0013973" 7 6 6 ".001" 14
"3731" ".0013973" 16 7 7 ".001" 14
"3732" ".0013973" 2 8 8 ".001" 14
"3733" ".0013973" 1 9 9 ".001" 14
"3734" ".0013973" 10 10 10 ".001" 14
"3735" ".0013973" 8 11 11 ".001" 14
"3736" ".0013973" 0 12 12 ".001" 14
"3737" ".0013973" 1 13 13 ".001" 14
"3738" ".0013974" 40 0 0 ".001" 14
"3739" ".0013974" 40 1 1 ".001" 14
"3740" ".0013974" 27 2 2 ".001" 14
"3741" ".0013974" 40 3 3 ".001" 14
"3742" ".0013974" 33 4 4 ".001" 14
"3743" ".0013974" 1 5 5 ".001" 14
"3744" ".0013974" 9 6 6 ".001" 14
"3745" ".0013974" 1 7 7 ".001" 14
"3746" ".0013974" 2 8 8 ".001" 14
"3747" ".0013974" 24 9 9 ".001" 14
"3748" ".0013974" 14 10 10 ".001" 14
"3749" ".0013974" 2 11 11 ".001" 14
"3750" ".0013974" 3 12 12 ".001" 14
"3751" ".0013974" 0 13 13 ".001" 14
"3752" ".0013975" 40 0 0 ".001" 14
"3753" ".0013975" 0 1 1 ".001" 14
"3754" ".0013975" 33 2 2 ".001" 14
"3755" ".0013975" 19 3 3 ".001" 14
"3756" ".0013975" 1 4 4 ".001" 14
"3757" ".0013975" 40 5 5 ".001" 14
"3758" ".0013975" 9 6 6 ".001" 14
"3759" ".0013975" 40 7 7 ".001" 14
"3760" ".0013975" 34 8 8 ".001" 14
"3761" ".0013975" 2 9 9 ".001" 14
"3762" ".0013975" 15 10 10 ".001" 14
"3763" ".0013975" 3 11 11 ".001" 14
"3764" ".0013975" 5 12 12 ".001" 14
"3765" ".0013975" 0 13 13 ".001" 14
"3878" ".0013984" 40 0 0 ".001" 14
"3879" ".0013984" 35 1 1 ".001" 14
"3880" ".0013984" 0 2 2 ".001" 14
"3881" ".0013984" 40 3 3 ".001" 14
"3882" ".0013984" 40 4 4 ".001" 14
"3883" ".0013984" 27 5 5 ".001" 14
"3884" ".0013984" 40 6 6 ".001" 14
"3885" ".0013984" 12 7 7 ".001" 14
"3886" ".0013984" 5 8 8 ".001" 14
"3887" ".0013984" 0 9 9 ".001" 14
"3888" ".0013984" 0 10 10 ".001" 14
"3889" ".0013984" 2 11 11 ".001" 14
"3890" ".0013984" 0 12 12 ".001" 14
"3891" ".0013984" 1 13 13 ".001" 14
"4124" ".0014001" 40 0 0 ".001" 15
"4125" ".0014001" 40 1 1 ".001" 15
"4126" ".0014001" 38 2 2 ".001" 15
"4127" ".0014001" 38 3 3 ".001" 15
"4128" ".0014001" 0 4 4 ".001" 15
"4129" ".0014001" 34 5 5 ".001" 15
"4130" ".0014001" 40 6 6 ".001" 15
"4131" ".0014001" 30 7 7 ".001" 15
"4132" ".0014001" 10 8 8 ".001" 15
"4133" ".0014001" 10 9 9 ".001" 15
"4134" ".0014001" 7 10 10 ".001" 15
"4135" ".0014001" 2 11 11 ".001" 15
"4136" ".0014001" 0 12 12 ".001" 15
"4137" ".0014001" 0 13 13 ".001" 15
"4138" ".0014001" 0 14 14 ".001" 15
"4214" ".0014007" 3 0 0 ".001" 15
"4215" ".0014007" 7 1 1 ".001" 15
"4216" ".0014007" 40 2 2 ".001" 15
"4217" ".0014007" 8 3 3 ".001" 15
"4218" ".0014007" 12 4 4 ".001" 15
"4219" ".0014007" 12 5 5 ".001" 15
"4220" ".0014007" 4 6 6 ".001" 15
"4221" ".0014007" 2 7 7 ".001" 15
"4222" ".0014007" 6 8 8 ".001" 15
"4223" ".0014007" 12 9 9 ".001" 15
"4224" ".0014007" 8 10 10 ".001" 15
"4225" ".0014007" 2 11 11 ".001" 15
"4226" ".0014007" 2 12 12 ".001" 15
"4227" ".0014007" 0 13 13 ".001" 15
"4228" ".0014007" 0 14 14 ".001" 15
"4274" ".0014011" 40 0 0 ".001" 15
"4275" ".0014011" 6 1 1 ".001" 15
"4276" ".0014011" 13 2 2 ".001" 15
"4277" ".0014011" 32 3 3 ".001" 15
"4278" ".0014011" 27 4 4 ".001" 15
"4279" ".0014011" 32 5 5 ".001" 15
"4280" ".0014011" 40 6 6 ".001" 15
"4281" ".0014011" 0 7 7 ".001" 15
"4282" ".0014011" 40 8 8 ".001" 15
"4283" ".0014011" 7 9 9 ".001" 15
"4284" ".0014011" 0 10 10 ".001" 15
"4285" ".0014011" 1 11 11 ".001" 15
"4286" ".0014011" 2 12 12 ".001" 15
"4287" ".0014011" 0 13 13 ".001" 15
"4288" ".0014011" 1 14 14 ".001" 15
"4319" ".0014014" 13 0 0 ".001" 15
"4320" ".0014014" 8 1 1 ".001" 15
"4321" ".0014014" 40 2 2 ".001" 15
"4322" ".0014014" 40 3 3 ".001" 15
"4323" ".0014014" 29 4 4 ".001" 15
"4324" ".0014014" 16 5 5 ".001" 15
"4325" ".0014014" 40 6 6 ".001" 15
"4326" ".0014014" 15 7 7 ".001" 15
"4327" ".0014014" 5 8 8 ".001" 15
"4328" ".0014014" 9 9 9 ".001" 15
"4329" ".0014014" 0 10 10 ".001" 15
"4330" ".0014014" 4 11 11 ".001" 15
"4331" ".0014014" 0 12 12 ".001" 15
"4332" ".0014014" 0 13 13 ".001" 15
"4333" ".0014014" 0 14 14 ".001" 15
"4349" ".0014016" 40 0 0 ".001" 15
"4350" ".0014016" 40 1 1 ".001" 15
"4351" ".0014016" 1 2 2 ".001" 15
"4352" ".0014016" 20 3 3 ".001" 15
"4353" ".0014016" 6 4 4 ".001" 15
"4354" ".0014016" 0 5 5 ".001" 15
"4355" ".0014016" 26 6 6 ".001" 15
"4356" ".0014016" 4 7 7 ".001" 15
"4357" ".0014016" 8 8 8 ".001" 15
"4358" ".0014016" 12 9 9 ".001" 15
"4359" ".0014016" 2 10 10 ".001" 15
"4360" ".0014016" 3 11 11 ".001" 15
"4361" ".0014016" 0 12 12 ".001" 15
"4362" ".0014016" 1 13 13 ".001" 15
"4363" ".0014016" 0 14 14 ".001" 15
"4454" ".0014023" 40 0 0 ".001" 15
"4455" ".0014023" 17 1 1 ".001" 15
"4456" ".0014023" 16 2 2 ".001" 15
"4457" ".0014023" 40 3 3 ".001" 15
"4458" ".0014023" 15 4 4 ".001" 15
"4459" ".0014023" 20 5 5 ".001" 15
"4460" ".0014023" 7 6 6 ".001" 15
"4461" ".0014023" 5 7 7 ".001" 15
"4462" ".0014023" 27 8 8 ".001" 15
"4463" ".0014023" 2 9 9 ".001" 15
"4464" ".0014023" 10 10 10 ".001" 15
"4465" ".0014023" 3 11 11 ".001" 15
"4466" ".0014023" 0 12 12 ".001" 15
"4467" ".0014023" 0 13 13 ".001" 15
"4468" ".0014023" 0 14 14 ".001" 15
"4656" ".0014036" 40 0 0 ".001" 16
"4657" ".0014036" 32 1 1 ".001" 16
"4658" ".0014036" 24 2 2 ".001" 16
"4659" ".0014036" 7 3 3 ".001" 16
"4660" ".0014036" 2 4 4 ".001" 16
"4661" ".0014036" 40 5 5 ".001" 16
"4662" ".0014036" 14 6 6 ".001" 16
"4663" ".0014036" 0 7 7 ".001" 16
"4664" ".0014036" 13 8 8 ".001" 16
"4665" ".0014036" 22 9 9 ".001" 16
"4666" ".0014036" 20 10 10 ".001" 16
"4667" ".0014036" 40 11 11 ".001" 16
"4668" ".0014036" 0 12 12 ".001" 16
"4669" ".0014036" 1 13 13 ".001" 16
"4670" ".0014036" 0 14 14 ".001" 16
"4671" ".0014036" 0 15 15 ".001" 16
"4672" ".0014037" 40 0 0 ".001" 16
"4673" ".0014037" 37 1 1 ".001" 16
"4674" ".0014037" 3 2 2 ".001" 16
"4675" ".0014037" 1 3 3 ".001" 16
"4676" ".0014037" 15 4 4 ".001" 16
"4677" ".0014037" 0 5 5 ".001" 16
"4678" ".0014037" 6 6 6 ".001" 16
"4679" ".0014037" 6 7 7 ".001" 16
"4680" ".0014037" 0 8 8 ".001" 16
"4681" ".0014037" 37 9 9 ".001" 16
"4682" ".0014037" 25 10 10 ".001" 16
"4683" ".0014037" 3 11 11 ".001" 16
"4684" ".0014037" 2 12 12 ".001" 16
"4685" ".0014037" 0 13 13 ".001" 16
"4686" ".0014037" 1 14 14 ".001" 16
"4687" ".0014037" 0 15 15 ".001" 16
"4704" ".0014039" 40 0 0 ".001" 16
"4705" ".0014039" 4 1 1 ".001" 16
"4706" ".0014039" 40 2 2 ".001" 16
"4707" ".0014039" 9 3 3 ".001" 16
"4708" ".0014039" 0 4 4 ".001" 16
"4709" ".0014039" 0 5 5 ".001" 16
