"ID" "ageAtDeath" "maternalAge" "paternalAge" "mutProb" "na"
"9021" ".0034222" 7 9 9 ".003" 12
"9022" ".0034222" 11 10 10 ".003" 12
"9023" ".0034222" 12 11 11 ".003" 12
"9144" ".0034233" 3 0 0 ".003" 12
"9145" ".0034233" 0 1 1 ".003" 12
"9146" ".0034233" 6 2 2 ".003" 12
"9147" ".0034233" 6 3 3 ".003" 12
"9148" ".0034233" 31 4 4 ".003" 12
"9149" ".0034233" 4 5 5 ".003" 12
"9150" ".0034233" 4 6 6 ".003" 12
"9151" ".0034233" 1 7 7 ".003" 12
"9152" ".0034233" 1 8 8 ".003" 12
"9153" ".0034233" 0 9 9 ".003" 12
"9154" ".0034233" 6 10 10 ".003" 12
"9155" ".0034233" 0 11 11 ".003" 12
"9408" ".0034255" 6 0 0 ".003" 12
"9409" ".0034255" 1 1 1 ".003" 12
"9410" ".0034255" 4 2 2 ".003" 12
"9411" ".0034255" 23 3 3 ".003" 12
"9412" ".0034255" 1 4 4 ".003" 12
"9413" ".0034255" 1 5 5 ".003" 12
"9414" ".0034255" 3 6 6 ".003" 12
"9415" ".0034255" 2 7 7 ".003" 12
"9416" ".0034255" 1 8 8 ".003" 12
"9417" ".0034255" 14 9 9 ".003" 12
"9418" ".0034255" 6 10 10 ".003" 12
"9419" ".0034255" 4 11 11 ".003" 12
"9540" ".0034266" 18 0 0 ".003" 12
"9541" ".0034266" 1 1 1 ".003" 12
"9542" ".0034266" 3 2 2 ".003" 12
"9543" ".0034266" 10 3 3 ".003" 12
"9544" ".0034266" 11 4 4 ".003" 12
"9545" ".0034266" 11 5 5 ".003" 12
"9546" ".0034266" 2 6 6 ".003" 12
"9547" ".0034266" 5 7 7 ".003" 12
"9548" ".0034266" 1 8 8 ".003" 12
"9549" ".0034266" 0 9 9 ".003" 12
"9550" ".0034266" 6 10 10 ".003" 12
"9551" ".0034266" 8 11 11 ".003" 12
"9672" ".0034277" 2 0 0 ".003" 12
"9673" ".0034277" 1 1 1 ".003" 12
"9674" ".0034277" 0 2 2 ".003" 12
"9675" ".0034277" 4 3 3 ".003" 12
"9676" ".0034277" 3 4 4 ".003" 12
"9677" ".0034277" 15 5 5 ".003" 12
"9678" ".0034277" 4 6 6 ".003" 12
"9679" ".0034277" 3 7 7 ".003" 12
"9680" ".0034277" 6 8 8 ".003" 12
"9681" ".0034277" 2 9 9 ".003" 12
"96821" ".0034277" 7 10 10 ".003" 12
"96831" ".0034277" 9 11 11 ".003" 12
"9696" ".0034279" 4 0 0 ".003" 12
"9697" ".0034279" 1 1 1 ".003" 12
"9698" ".0034279" 9 2 2 ".003" 12
"9699" ".0034279" 2 3 3 ".003" 12
"9700" ".0034279" 9 4 4 ".003" 12
"9701" ".0034279" 6 5 5 ".003" 12
"9702" ".0034279" 1 6 6 ".003" 12
"9703" ".0034279" 0 7 7 ".003" 12
"9704" ".0034279" 0 8 8 ".003" 12
"9705" ".0034279" 9 9 9 ".003" 12
"9706" ".0034279" 14 10 10 ".003" 12
"9707" ".0034279" 5 11 11 ".003" 12
"9770" ".0034285" 1 0 0 ".003" 13
"9771" ".0034285" 5 1 1 ".003" 13
"9772" ".0034285" 14 2 2 ".003" 13
"9773" ".0034285" 4 3 3 ".003" 13
"9774" ".0034285" 17 4 4 ".003" 13
"9775" ".0034285" 11 5 5 ".003" 13
"9776" ".0034285" 4 6 6 ".003" 13
"9777" ".0034285" 4 7 7 ".003" 13
"9778" ".0034285" 12 8 8 ".003" 13
"9779" ".0034285" 12 9 9 ".003" 13
"9780" ".0034285" 1 10 10 ".003" 13
"9781" ".0034285" 28 11 11 ".003" 13
"9782" ".0034285" 1 12 12 ".003" 13
"98091" ".0034288" 8 0 0 ".003" 13
"98101" ".0034288" 0 1 1 ".003" 13
"98111" ".0034288" 3 2 2 ".003" 13
"98121" ".0034288" 5 3 3 ".003" 13
"98131" ".0034288" 13 4 4 ".003" 13
"98141" ".0034288" 1 5 5 ".003" 13
"98151" ".0034288" 0 6 6 ".003" 13
"98161" ".0034288" 4 7 7 ".003" 13
"98171" ".0034288" 0 8 8 ".003" 13
"98181" ".0034288" 1 9 9 ".003" 13
"98191" ".0034288" 3 10 10 ".003" 13
"98201" ".0034288" 3 11 11 ".003" 13
"98211" ".0034288" 4 12 12 ".003" 13
"102381" ".0034321" 0 0 0 ".003" 13
"102391" ".0034321" 3 1 1 ".003" 13
"102401" ".0034321" 4 2 2 ".003" 13
"102411" ".0034321" 1 3 3 ".003" 13
"102421" ".0034321" 3 4 4 ".003" 13
"102431" ".0034321" 7 5 5 ".003" 13
"102441" ".0034321" 6 6 6 ".003" 13
"102451" ".0034321" 13 7 7 ".003" 13
"102461" ".0034321" 11 8 8 ".003" 13
"10247" ".0034321" 10 9 9 ".003" 13
"10248" ".0034321" 4 10 10 ".003" 13
"10249" ".0034321" 4 11 11 ".003" 13
"10250" ".0034321" 12 12 12 ".003" 13
"106801" ".0034355" 0 0 0 ".003" 13
"106811" ".0034355" 6 1 1 ".003" 13
"106821" ".0034355" 7 2 2 ".003" 13
"106831" ".0034355" 4 3 3 ".003" 13
"106841" ".0034355" 5 4 4 ".003" 13
"106851" ".0034355" 0 5 5 ".003" 13
"106861" ".0034355" 9 6 6 ".003" 13
"106871" ".0034355" 6 7 7 ".003" 13
"10688" ".0034355" 0 8 8 ".003" 13
"10689" ".0034355" 1 9 9 ".003" 13
"10690" ".0034355" 4 10 10 ".003" 13
"10691" ".0034355" 7 11 11 ".003" 13
"10692" ".0034355" 8 12 12 ".003" 13
"108231" ".0034366" 5 0 0 ".003" 13
"108241" ".0034366" 2 1 1 ".003" 13
"108251" ".0034366" 6 2 2 ".003" 13
"108261" ".0034366" 6 3 3 ".003" 13
"108271" ".0034366" 16 4 4 ".003" 13
"108281" ".0034366" 0 5 5 ".003" 13
"108291" ".0034366" 1 6 6 ".003" 13
"108301" ".0034366" 0 7 7 ".003" 13
"108311" ".0034366" 0 8 8 ".003" 13
"10832" ".0034366" 1 9 9 ".003" 13
"10833" ".0034366" 0 10 10 ".003" 13
"10834" ".0034366" 4 11 11 ".003" 13
"10835" ".0034366" 2 12 12 ".003" 13
"110571" ".0034384" 8 0 0 ".003" 13
"110581" ".0034384" 1 1 1 ".003" 13
"110591" ".0034384" 0 2 2 ".003" 13
"110601" ".0034384" 1 3 3 ".003" 13
"110611" ".0034384" 0 4 4 ".003" 13
"110621" ".0034384" 10 5 5 ".003" 13
"110631" ".0034384" 18 6 6 ".003" 13
"110641" ".0034384" 3 7 7 ".003" 13
"11065" ".0034384" 0 8 8 ".003" 13
"11066" ".0034384" 5 9 9 ".003" 13
"11067" ".0034384" 4 10 10 ".003" 13
"11068" ".0034384" 0 11 11 ".003" 13
"11069" ".0034384" 7 12 12 ".003" 13
"11083" ".0034386" 0 0 0 ".003" 13
"11084" ".0034386" 6 1 1 ".003" 13
"11085" ".0034386" 10 2 2 ".003" 13
"11086" ".0034386" 2 3 3 ".003" 13
"11087" ".0034386" 0 4 4 ".003" 13
"11088" ".0034386" 14 5 5 ".003" 13
"11089" ".0034386" 0 6 6 ".003" 13
"11090" ".0034386" 0 7 7 ".003" 13
"11091" ".0034386" 2 8 8 ".003" 13
"11092" ".0034386" 5 9 9 ".003" 13
"11093" ".0034386" 1 10 10 ".003" 13
"11094" ".0034386" 0 11 11 ".003" 13
"11095" ".0034386" 14 12 12 ".003" 13
"11110" ".0034388" 2 0 0 ".003" 14
"11111" ".0034388" 7 1 1 ".003" 14
"11112" ".0034388" 1 2 2 ".003" 14
"11113" ".0034388" 19 3 3 ".003" 14
"11114" ".0034388" 2 4 4 ".003" 14
"11115" ".0034388" 20 5 5 ".003" 14
"11116" ".0034388" 0 6 6 ".003" 14
"11117" ".0034388" 1 7 7 ".003" 14
"11118" ".0034388" 10 8 8 ".003" 14
"11119" ".0034388" 5 9 9 ".003" 14
"11120" ".0034388" 9 10 10 ".003" 14
"11121" ".0034388" 8 11 11 ".003" 14
"11122" ".0034388" 26 12 12 ".003" 14
"11123" ".0034388" 4 13 13 ".003" 14
"11124" ".0034389" 16 0 0 ".003" 14
"11125" ".0034389" 2 1 1 ".003" 14
"11126" ".0034389" 27 2 2 ".003" 14
"11127" ".0034389" 6 3 3 ".003" 14
"11128" ".0034389" 5 4 4 ".003" 14
"11129" ".0034389" 8 5 5 ".003" 14
"11130" ".0034389" 2 6 6 ".003" 14
"11131" ".0034389" 10 7 7 ".003" 14
"11132" ".0034389" 6 8 8 ".003" 14
"11133" ".0034389" 0 9 9 ".003" 14
"11134" ".0034389" 1 10 10 ".003" 14
"11135" ".0034389" 6 11 11 ".003" 14
"11136" ".0034389" 4 12 12 ".003" 14
"11137" ".0034389" 0 13 13 ".003" 14
"11236" ".0034397" 0 0 0 ".003" 14
"11237" ".0034397" 0 1 1 ".003" 14
"11238" ".0034397" 11 2 2 ".003" 14
"11239" ".0034397" 11 3 3 ".003" 14
"11240" ".0034397" 1 4 4 ".003" 14
"11241" ".0034397" 4 5 5 ".003" 14
"11242" ".0034397" 1 6 6 ".003" 14
"11243" ".0034397" 2 7 7 ".003" 14
"11244" ".0034397" 17 8 8 ".003" 14
"11245" ".0034397" 2 9 9 ".003" 14
"11246" ".0034397" 7 10 10 ".003" 14
"112471" ".0034397" 4 11 11 ".003" 14
"112481" ".0034397" 0 12 12 ".003" 14
"112491" ".0034397" 0 13 13 ".003" 14
"11264" ".0034399" 3 0 0 ".003" 14
"11265" ".0034399" 5 1 1 ".003" 14
"11266" ".0034399" 9 2 2 ".003" 14
"11267" ".0034399" 8 3 3 ".003" 14
"11268" ".0034399" 3 4 4 ".003" 14
"11269" ".0034399" 2 5 5 ".003" 14
"11270" ".0034399" 0 6 6 ".003" 14
"11271" ".0034399" 22 7 7 ".003" 14
"11272" ".0034399" 0 8 8 ".003" 14
"11273" ".0034399" 0 9 9 ".003" 14
"11274" ".0034399" 13 10 10 ".003" 14
"11275" ".0034399" 2 11 11 ".003" 14
"11276" ".0034399" 10 12 12 ".003" 14
"11277" ".0034399" 2 13 13 ".003" 14
"11278" ".0034400" 9 0 0 ".003" 14
"11279" ".0034400" 2 1 1 ".003" 14
"11280" ".0034400" 0 2 2 ".003" 14
"11281" ".0034400" 3 3 3 ".003" 14
"11282" ".0034400" 7 4 4 ".003" 14
"11283" ".0034400" 4 5 5 ".003" 14
"11284" ".0034400" 2 6 6 ".003" 14
"11285" ".0034400" 5 7 7 ".003" 14
"11286" ".0034400" 5 8 8 ".003" 14
"11287" ".0034400" 8 9 9 ".003" 14
"11288" ".0034400" 0 10 10 ".003" 14
"11289" ".0034400" 0 11 11 ".003" 14
"11290" ".0034400" 0 12 12 ".003" 14
"11291" ".0034400" 1 13 13 ".003" 14
"11362" ".0034406" 3 0 0 ".003" 14
"11363" ".0034406" 2 1 1 ".003" 14
"11364" ".0034406" 2 2 2 ".003" 14
"11365" ".0034406" 8 3 3 ".003" 14
"11366" ".0034406" 15 4 4 ".003" 14
"11367" ".0034406" 20 5 5 ".003" 14
"11368" ".0034406" 9 6 6 ".003" 14
"11369" ".0034406" 2 7 7 ".003" 14
"11370" ".0034406" 0 8 8 ".003" 14
"11371" ".0034406" 2 9 9 ".003" 14
"11372" ".0034406" 1 10 10 ".003" 14
"11373" ".0034406" 4 11 11 ".003" 14
"11374" ".0034406" 11 12 12 ".003" 14
"11375" ".0034406" 0 13 13 ".003" 14
"11488" ".0034415" 14 0 0 ".003" 14
"11489" ".0034415" 13 1 1 ".003" 14
"11490" ".0034415" 5 2 2 ".003" 14
"11491" ".0034415" 5 3 3 ".003" 14
"11492" ".0034415" 3 4 4 ".003" 14
"11493" ".0034415" 0 5 5 ".003" 14
"11494" ".0034415" 0 6 6 ".003" 14
"11495" ".0034415" 1 7 7 ".003" 14
"11496" ".0034415" 3 8 8 ".003" 14
"11497" ".0034415" 1 9 9 ".003" 14
"11498" ".0034415" 1 10 10 ".003" 14
"11499" ".0034415" 0 11 11 ".003" 14
"11500" ".0034415" 2 12 12 ".003" 14
"11501" ".0034415" 27 13 13 ".003" 14
"11796" ".0034437" 3 0 0 ".003" 14
"11797" ".0034437" 1 1 1 ".003" 14
"11798" ".0034437" 1 2 2 ".003" 14
"11799" ".0034437" 4 3 3 ".003" 14
"11800" ".0034437" 7 4 4 ".003" 14
"11801" ".0034437" 12 5 5 ".003" 14
"11802" ".0034437" 6 6 6 ".003" 14
"11803" ".0034437" 10 7 7 ".003" 14
"11804" ".0034437" 15 8 8 ".003" 14
"118051" ".0034437" 14 9 9 ".003" 14
"118061" ".0034437" 1 10 10 ".003" 14
"118071" ".0034437" 21 11 11 ".003" 14
"118081" ".0034437" 7 12 12 ".003" 14
"118091" ".0034437" 9 13 13 ".003" 14
"11964" ".0034449" 2 0 0 ".003" 14
"11965" ".0034449" 4 1 1 ".003" 14
"11966" ".0034449" 6 2 2 ".003" 14
"11967" ".0034449" 0 3 3 ".003" 14
"11968" ".0034449" 0 4 4 ".003" 14
"11969" ".0034449" 3 5 5 ".003" 14
"11970" ".0034449" 9 6 6 ".003" 14
"11971" ".0034449" 5 7 7 ".003" 14
"11972" ".0034449" 0 8 8 ".003" 14
"11973" ".0034449" 1 9 9 ".003" 14
"11974" ".0034449" 7 10 10 ".003" 14
"11975" ".0034449" 1 11 11 ".003" 14
"11976" ".0034449" 3 12 12 ".003" 14
"11977" ".0034449" 17 13 13 ".003" 14
"12034" ".0034454" 2 0 0 ".003" 14
"12035" ".0034454" 4 1 1 ".003" 14
"12036" ".0034454" 2 2 2 ".003" 14
"12037" ".0034454" 0 3 3 ".003" 14
"12038" ".0034454" 1 4 4 ".003" 14
"12039" ".0034454" 2 5 5 ".003" 14
"12040" ".0034454" 10 6 6 ".003" 14
"12041" ".0034454" 0 7 7 ".003" 14
"12042" ".0034454" 21 8 8 ".003" 14
"12043" ".0034454" 1 9 9 ".003" 14
"12044" ".0034454" 0 10 10 ".003" 14
"12045" ".0034454" 3 11 11 ".003" 14
"12046" ".0034454" 4 12 12 ".003" 14
"12047" ".0034454" 2 13 13 ".003" 14
"12048" ".0034455" 3 0 0 ".003" 14
"12049" ".0034455" 3 1 1 ".003" 14
"12050" ".0034455" 0 2 2 ".003" 14
"12051" ".0034455" 4 3 3 ".003" 14
"12052" ".0034455" 4 4 4 ".003" 14
"12053" ".0034455" 2 5 5 ".003" 14
"12054" ".0034455" 2 6 6 ".003" 14
"12055" ".0034455" 14 7 7 ".003" 14
"12056" ".0034455" 1 8 8 ".003" 14
"12057" ".0034455" 3 9 9 ".003" 14
"12058" ".0034455" 9 10 10 ".003" 14
"12059" ".0034455" 0 11 11 ".003" 14
"12060" ".0034455" 6 12 12 ".003" 14
"12061" ".0034455" 2 13 13 ".003" 14
"12174" ".0034464" 4 0 0 ".003" 14
"12175" ".0034464" 7 1 1 ".003" 14
"12176" ".0034464" 5 2 2 ".003" 14
"12177" ".0034464" 0 3 3 ".003" 14
"12178" ".0034464" 1 4 4 ".003" 14
"12179" ".0034464" 0 5 5 ".003" 14
"12180" ".0034464" 2 6 6 ".003" 14
"12181" ".0034464" 4 7 7 ".003" 14
"12182" ".0034464" 11 8 8 ".003" 14
"12183" ".0034464" 1 9 9 ".003" 14
"12184" ".0034464" 0 10 10 ".003" 14
"12185" ".0034464" 0 11 11 ".003" 14
"12186" ".0034464" 1 12 12 ".003" 14
"12187" ".0034464" 3 13 13 ".003" 14
"12230" ".0034468" 5 0 0 ".003" 14
"12231" ".0034468" 5 1 1 ".003" 14
"12232" ".0034468" 8 2 2 ".003" 14
"12233" ".0034468" 5 3 3 ".003" 14
"12234" ".0034468" 8 4 4 ".003" 14
"12235" ".0034468" 5 5 5 ".003" 14
"12236" ".0034468" 4 6 6 ".003" 14
"12237" ".0034468" 0 7 7 ".003" 14
"12238" ".0034468" 3 8 8 ".003" 14
"12239" ".0034468" 0 9 9 ".003" 14
"122401" ".0034468" 2 10 10 ".003" 14
"122411" ".0034468" 24 11 11 ".003" 14
"122421" ".0034468" 3 12 12 ".003" 14
"122431" ".0034468" 1 13 13 ".003" 14
"12567" ".0034492" 2 0 0 ".003" 15
"12568" ".0034492" 4 1 1 ".003" 15
"12569" ".0034492" 10 2 2 ".003" 15
"12570" ".0034492" 6 3 3 ".003" 15
"12571" ".0034492" 4 4 4 ".003" 15
"12572" ".0034492" 3 5 5 ".003" 15
"12573" ".0034492" 10 6 6 ".003" 15
"12574" ".0034492" 9 7 7 ".003" 15
"12575" ".0034492" 0 8 8 ".003" 15
"12576" ".0034492" 1 9 9 ".003" 15
"12577" ".0034492" 1 10 10 ".003" 15
"12578" ".0034492" 0 11 11 ".003" 15
"12579" ".0034492" 4 12 12 ".003" 15
"12580" ".0034492" 6 13 13 ".003" 15
"12581" ".0034492" 2 14 14 ".003" 15
"126421" ".0034497" 0 0 0 ".003" 15
"126431" ".0034497" 3 1 1 ".003" 15
"126441" ".0034497" 9 2 2 ".003" 15
"126451" ".0034497" 3 3 3 ".003" 15
"12646" ".0034497" 8 4 4 ".003" 15
"12647" ".0034497" 1 5 5 ".003" 15
"12648" ".0034497" 0 6 6 ".003" 15
"12649" ".0034497" 6 7 7 ".003" 15
"12650" ".0034497" 3 8 8 ".003" 15
"12651" ".0034497" 9 9 9 ".003" 15
"12652" ".0034497" 7 10 10 ".003" 15
"12653" ".0034497" 1 11 11 ".003" 15
"12654" ".0034497" 5 12 12 ".003" 15
"12655" ".0034497" 4 13 13 ".003" 15
"12656" ".0034497" 16 14 14 ".003" 15
"12942" ".0034517" 3 0 0 ".003" 15
"12943" ".0034517" 8 1 1 ".003" 15
"12944" ".0034517" 1 2 2 ".003" 15
"12945" ".0034517" 0 3 3 ".003" 15
"12946" ".0034517" 4 4 4 ".003" 15
"12947" ".0034517" 7 5 5 ".003" 15
"12948" ".0034517" 10 6 6 ".003" 15
"12949" ".0034517" 19 7 7 ".003" 15
"12950" ".0034517" 2 8 8 ".003" 15
"12951" ".0034517" 3 9 9 ".003" 15
"12952" ".0034517" 11 10 10 ".003" 15
"12953" ".0034517" 7 11 11 ".003" 15
"12954" ".0034517" 3 12 12 ".003" 15
"12955" ".0034517" 7 13 13 ".003" 15
"12956" ".0034517" 13 14 14 ".003" 15
"13047" ".0034524" 2 0 0 ".003" 15
"13048" ".0034524" 3 1 1 ".003" 15
"13049" ".0034524" 7 2 2 ".003" 15
"13050" ".0034524" 0 3 3 ".003" 15
"13051" ".0034524" 1 4 4 ".003" 15
"13052" ".0034524" 5 5 5 ".003" 15
"13053" ".0034524" 0 6 6 ".003" 15
"13054" ".0034524" 3 7 7 ".003" 15
"13055" ".0034524" 10 8 8 ".003" 15
"13056" ".0034524" 3 9 9 ".003" 15
"13057" ".0034524" 5 10 10 ".003" 15
"13058" ".0034524" 5 11 11 ".003" 15
"13059" ".0034524" 14 12 12 ".003" 15
"13060" ".0034524" 1 13 13 ".003" 15
"13061" ".0034524" 13 14 14 ".003" 15
"13182" ".0034533" 0 0 0 ".003" 15
"13183" ".0034533" 1 1 1 ".003" 15
"13184" ".0034533" 17 2 2 ".003" 15
"13185" ".0034533" 0 3 3 ".003" 15
"13186" ".0034533" 1 4 4 ".003" 15
"13187" ".0034533" 8 5 5 ".003" 15
"13188" ".0034533" 2 6 6 ".003" 15
"13189" ".0034533" 4 7 7 ".003" 15
"13190" ".0034533" 2 8 8 ".003" 15
"13191" ".0034533" 2 9 9 ".003" 15
"13192" ".0034533" 16 10 10 ".003" 15
"13193" ".0034533" 7 11 11 ".003" 15
"13194" ".0034533" 7 12 12 ".003" 15
"13195" ".0034533" 4 13 13 ".003" 15
"13196" ".0034533" 0 14 14 ".003" 15
"13257" ".0034538" 6 0 0 ".003" 15
"13258" ".0034538" 0 1 1 ".003" 15
"13259" ".0034538" 12 2 2 ".003" 15
"13260" ".0034538" 6 3 3 ".003" 15
"13261" ".0034538" 1 4 4 ".003" 15
"13262" ".0034538" 6 5 5 ".003" 15
"13263" ".0034538" 1 6 6 ".003" 15
"13264" ".0034538" 17 7 7 ".003" 15
"13265" ".0034538" 26 8 8 ".003" 15
"13266" ".0034538" 2 9 9 ".003" 15
"13267" ".0034538" 5 10 10 ".003" 15
"13268" ".0034538" 3 11 11 ".003" 15
"13269" ".0034538" 1 12 12 ".003" 15
"13270" ".0034538" 0 13 13 ".003" 15
"13271" ".0034538" 0 14 14 ".003" 15
"134531" ".0034551" 0 0 0 ".003" 16
"134541" ".0034551" 3 1 1 ".003" 16
"134551" ".0034551" 2 2 2 ".003" 16
"134561" ".0034551" 0 3 3 ".003" 16
"13457" ".0034551" 11 4 4 ".003" 16
"13458" ".0034551" 12 5 5 ".003" 16
"13459" ".0034551" 5 6 6 ".003" 16
"13460" ".0034551" 9 7 7 ".003" 16
"13461" ".0034551" 7 8 8 ".003" 16
"13462" ".0034551" 7 9 9 ".003" 16
"13463" ".0034551" 19 10 10 ".003" 16
"13464" ".0034551" 8 11 11 ".003" 16
"13465" ".0034551" 11 12 12 ".003" 16
"13466" ".0034551" 1 13 13 ".003" 16
"13467" ".0034551" 3 14 14 ".003" 16
"13468" ".0034551" 5 15 15 ".003" 16
"135651" ".0034558" 4 0 0 ".003" 16
"135661" ".0034558" 0 1 1 ".003" 16
"135671" ".0034558" 18 2 2 ".003" 16
"135681" ".0034558" 5 3 3 ".003" 16
"135691" ".0034558" 11 4 4 ".003" 16
"135701" ".0034558" 8 5 5 ".003" 16
"135711" ".0034558" 8 6 6 ".003" 16
"135721" ".0034558" 11 7 7 ".003" 16
"135731" ".0034558" 2 8 8 ".003" 16
"135741" ".0034558" 7 9 9 ".003" 16
"135751" ".0034558" 1 10 10 ".003" 16
"135761" ".0034558" 1 11 11 ".003" 16
"13577" ".0034558" 3 12 12 ".003" 16
"13578" ".0034558" 2 13 13 ".003" 16
"13579" ".0034558" 18 14 14 ".003" 16
"13580" ".0034558" 6 15 15 ".003" 16
"13629" ".0034562" 4 0 0 ".003" 16
"13630" ".0034562" 12 1 1 ".003" 16
"13631" ".0034562" 9 2 2 ".003" 16
"13632" ".0034562" 0 3 3 ".003" 16
"13633" ".0034562" 2 4 4 ".003" 16
"13634" ".0034562" 0 5 5 ".003" 16
"13635" ".0034562" 5 6 6 ".003" 16
"13636" ".0034562" 5 7 7 ".003" 16
"13637" ".0034562" 9 8 8 ".003" 16
"13638" ".0034562" 26 9 9 ".003" 16
"13639" ".0034562" 5 10 10 ".003" 16
"13640" ".0034562" 13 11 11 ".003" 16
"13641" ".0034562" 2 12 12 ".003" 16
"13642" ".0034562" 3 13 13 ".003" 16
"13643" ".0034562" 29 14 14 ".003" 16
"13644" ".0034562" 7 15 15 ".003" 16
"13661" ".0034564" 3 0 0 ".003" 16
"13662" ".0034564" 4 1 1 ".003" 16
"13663" ".0034564" 7 2 2 ".003" 16
"13664" ".0034564" 0 3 3 ".003" 16
"13665" ".0034564" 2 4 4 ".003" 16
"13666" ".0034564" 8 5 5 ".003" 16
"13667" ".0034564" 6 6 6 ".003" 16
"13668" ".0034564" 20 7 7 ".003" 16
"13669" ".0034564" 10 8 8 ".003" 16
"13670" ".0034564" 0 9 9 ".003" 16
"13671" ".0034564" 31 10 10 ".003" 16
"13672" ".0034564" 0 11 11 ".003" 16
"13673" ".0034564" 1 12 12 ".003" 16
"13674" ".0034564" 0 13 13 ".003" 16
"13675" ".0034564" 1 14 14 ".003" 16
"13676" ".0034564" 5 15 15 ".003" 16
"13709" ".0034567" 11 0 0 ".003" 16
"13710" ".0034567" 1 1 1 ".003" 16
"13711" ".0034567" 0 2 2 ".003" 16
"13712" ".0034567" 1 3 3 ".003" 16
"13713" ".0034567" 1 4 4 ".003" 16
"13714" ".0034567" 0 5 5 ".003" 16
"13715" ".0034567" 0 6 6 ".003" 16
"13716" ".0034567" 2 7 7 ".003" 16
"13717" ".0034567" 3 8 8 ".003" 16
"13718" ".0034567" 2 9 9 ".003" 16
"13719" ".0034567" 0 10 10 ".003" 16
"13720" ".0034567" 0 11 11 ".003" 16
"13721" ".0034567" 0 12 12 ".003" 16
"13722" ".0034567" 37 13 13 ".003" 16
"13723" ".0034567" 16 14 14 ".003" 16
"13724" ".0034567" 1 15 15 ".003" 16
"13757" ".0034570" 3 0 0 ".003" 16
"13758" ".0034570" 11 1 1 ".003" 16
"13759" ".0034570" 15 2 2 ".003" 16
"13760" ".0034570" 4 3 3 ".003" 16
"13761" ".0034570" 9 4 4 ".003" 16
"13762" ".0034570" 7 5 5 ".003" 16
"13763" ".0034570" 26 6 6 ".003" 16
"13764" ".0034570" 8 7 7 ".003" 16
"13765" ".0034570" 6 8 8 ".003" 16
"13766" ".0034570" 0 9 9 ".003" 16
"13767" ".0034570" 8 10 10 ".003" 16
"13768" ".0034570" 2 11 11 ".003" 16
"13769" ".0034570" 5 12 12 ".003" 16
"13770" ".0034570" 19 13 13 ".003" 16
"13771" ".0034570" 0 14 14 ".003" 16
"13772" ".0034570" 13 15 15 ".003" 16
"137891" ".0034572" 2 0 0 ".003" 16
"137901" ".0034572" 0 1 1 ".003" 16
"137911" ".0034572" 12 2 2 ".003" 16
"137921" ".0034572" 1 3 3 ".003" 16
"137931" ".0034572" 10 4 4 ".003" 16
"137941" ".0034572" 25 5 5 ".003" 16
"137951" ".0034572" 3 6 6 ".003" 16
"137961" ".0034572" 11 7 7 ".003" 16
"13797" ".0034572" 9 8 8 ".003" 16
"13798" ".0034572" 6 9 9 ".003" 16
"13799" ".0034572" 6 10 10 ".003" 16
"13800" ".0034572" 1 11 11 ".003" 16
"13801" ".0034572" 2 12 12 ".003" 16
"13802" ".0034572" 8 13 13 ".003" 16
"13803" ".0034572" 0 14 14 ".003" 16
"13804" ".0034572" 9 15 15 ".003" 16
"14045" ".0034588" 5 0 0 ".003" 16
"14046" ".0034588" 1 1 1 ".003" 16
"14047" ".0034588" 7 2 2 ".003" 16
"14048" ".0034588" 1 3 3 ".003" 16
"14049" ".0034588" 2 4 4 ".003" 16
"14050" ".0034588" 5 5 5 ".003" 16
"14051" ".0034588" 10 6 6 ".003" 16
"14052" ".0034588" 2 7 7 ".003" 16
"14053" ".0034588" 2 8 8 ".003" 16
"14054" ".0034588" 1 9 9 ".003" 16
"14055" ".0034588" 3 10 10 ".003" 16
"14056" ".0034588" 2 11 11 ".003" 16
"14057" ".0034588" 3 12 12 ".003" 16
"14058" ".0034588" 1 13 13 ".003" 16
"14059" ".0034588" 0 14 14 ".003" 16
"14060" ".0034588" 1 15 15 ".003" 16
"14477" ".0034615" 0 0 0 ".003" 16
"14478" ".0034615" 0 1 1 ".003" 16
"14479" ".0034615" 13 2 2 ".003" 16
"14480" ".0034615" 1 3 3 ".003" 16
"14481" ".0034615" 18 4 4 ".003" 16
"14482" ".0034615" 5 5 5 ".003" 16
"14483" ".0034615" 3 6 6 ".003" 16
"14484" ".0034615" 12 7 7 ".003" 16
"14485" ".0034615" 5 8 8 ".003" 16
"14486" ".0034615" 5 9 9 ".003" 16
"14487" ".0034615" 7 10 10 ".003" 16
"14488" ".0034615" 4 11 11 ".003" 16
"14489" ".0034615" 31 12 12 ".003" 16
"14490" ".0034615" 1 13 13 ".003" 16
"14491" ".0034615" 4 14 14 ".003" 16
"14492" ".0034615" 1 15 15 ".003" 16
"14673" ".0034627" 2 0 0 ".003" 17
"14674" ".0034627" 1 1 1 ".003" 17
"14675" ".0034627" 0 2 2 ".003" 17
"14676" ".0034627" 14 3 3 ".003" 17
"14677" ".0034627" 1 4 4 ".003" 17
"14678" ".0034627" 2 5 5 ".003" 17
"14679" ".0034627" 2 6 6 ".003" 17
"14680" ".0034627" 27 7 7 ".003" 17
"14681" ".0034627" 0 8 8 ".003" 17
"14682" ".0034627" 2 9 9 ".003" 17
"14683" ".0034627" 11 10 10 ".003" 17
