"ID" "ageAtDeath" "maternalAge" "paternalAge" "mutProb" "na"
"4084" ".0023723" 0 8 8 ".002" 9
"4139" ".0023730" 1 0 0 ".002" 9
"4140" ".0023730" 3 1 1 ".002" 9
"4141" ".0023730" 1 2 2 ".002" 9
"4142" ".0023730" 1 3 3 ".002" 9
"4143" ".0023730" 2 4 4 ".002" 9
"41441" ".0023730" 0 5 5 ".002" 9
"41451" ".0023730" 6 6 6 ".002" 9
"41461" ".0023730" 1 7 7 ".002" 9
"41471" ".0023730" 0 8 8 ".002" 9
"4409" ".0023760" 1 0 0 ".002" 9
"4410" ".0023760" 0 1 1 ".002" 9
"4411" ".0023760" 2 2 2 ".002" 9
"4412" ".0023760" 0 3 3 ".002" 9
"4413" ".0023760" 0 4 4 ".002" 9
"4414" ".0023760" 4 5 5 ".002" 9
"4415" ".0023760" 1 6 6 ".002" 9
"4416" ".0023760" 3 7 7 ".002" 9
"4417" ".0023760" 2 8 8 ".002" 9
"4427" ".0023762" 4 0 0 ".002" 9
"4428" ".0023762" 1 1 1 ".002" 9
"4429" ".0023762" 0 2 2 ".002" 9
"4430" ".0023762" 21 3 3 ".002" 9
"4431" ".0023762" 0 4 4 ".002" 9
"4432" ".0023762" 1 5 5 ".002" 9
"4433" ".0023762" 4 6 6 ".002" 9
"4434" ".0023762" 2 7 7 ".002" 9
"4435" ".0023762" 4 8 8 ".002" 9
"4445" ".0023764" 8 0 0 ".002" 9
"4446" ".0023764" 1 1 1 ".002" 9
"4447" ".0023764" 7 2 2 ".002" 9
"4448" ".0023764" 26 3 3 ".002" 9
"4449" ".0023764" 0 4 4 ".002" 9
"4450" ".0023764" 7 5 5 ".002" 9
"4451" ".0023764" 20 6 6 ".002" 9
"4452" ".0023764" 9 7 7 ".002" 9
"4453" ".0023764" 7 8 8 ".002" 9
"4526" ".0023773" 8 0 0 ".002" 9
"4527" ".0023773" 9 1 1 ".002" 9
"4528" ".0023773" 0 2 2 ".002" 9
"4529" ".0023773" 10 3 3 ".002" 9
"4530" ".0023773" 16 4 4 ".002" 9
"4531" ".0023773" 4 5 5 ".002" 9
"4532" ".0023773" 12 6 6 ".002" 9
"4533" ".0023773" 4 7 7 ".002" 9
"4534" ".0023773" 1 8 8 ".002" 9
"4616" ".0023783" 6 0 0 ".002" 9
"4617" ".0023783" 3 1 1 ".002" 9
"4618" ".0023783" 14 2 2 ".002" 9
"4619" ".0023783" 3 3 3 ".002" 9
"4620" ".0023783" 3 4 4 ".002" 9
"4621" ".0023783" 9 5 5 ".002" 9
"4622" ".0023783" 6 6 6 ".002" 9
"4623" ".0023783" 1 7 7 ".002" 9
"4624" ".0023783" 18 8 8 ".002" 9
"4643" ".0023786" 1 0 0 ".002" 9
"4644" ".0023786" 3 1 1 ".002" 9
"4645" ".0023786" 0 2 2 ".002" 9
"4646" ".0023786" 5 3 3 ".002" 9
"4647" ".0023786" 0 4 4 ".002" 9
"46481" ".0023786" 0 5 5 ".002" 9
"46491" ".0023786" 14 6 6 ".002" 9
"46501" ".0023786" 15 7 7 ".002" 9
"46511" ".0023786" 1 8 8 ".002" 9
"4724" ".0023795" 1 0 0 ".002" 9
"4725" ".0023795" 1 1 1 ".002" 9
"4726" ".0023795" 11 2 2 ".002" 9
"4727" ".0023795" 8 3 3 ".002" 9
"4728" ".0023795" 3 4 4 ".002" 9
"4729" ".0023795" 1 5 5 ".002" 9
"4730" ".0023795" 1 6 6 ".002" 9
"4731" ".0023795" 3 7 7 ".002" 9
"4732" ".0023795" 20 8 8 ".002" 9
"4814" ".0023805" 24 0 0 ".002" 9
"4815" ".0023805" 0 1 1 ".002" 9
"4816" ".0023805" 8 2 2 ".002" 9
"4817" ".0023805" 0 3 3 ".002" 9
"4818" ".0023805" 2 4 4 ".002" 9
"48191" ".0023805" 1 5 5 ".002" 9
"48201" ".0023805" 10 6 6 ".002" 9
"48211" ".0023805" 1 7 7 ".002" 9
"48221" ".0023805" 3 8 8 ".002" 9
"4949" ".0023820" 0 0 0 ".002" 9
"4950" ".0023820" 4 1 1 ".002" 9
"4951" ".0023820" 0 2 2 ".002" 9
"4952" ".0023820" 2 3 3 ".002" 9
"4953" ".0023820" 11 4 4 ".002" 9
"4954" ".0023820" 0 5 5 ".002" 9
"4955" ".0023820" 8 6 6 ".002" 9
"4956" ".0023820" 1 7 7 ".002" 9
"4957" ".0023820" 1 8 8 ".002" 9
"5120" ".0023839" 1 0 0 ".002" 9
"5121" ".0023839" 6 1 1 ".002" 9
"5122" ".0023839" 4 2 2 ".002" 9
"5123" ".0023839" 8 3 3 ".002" 9
"5124" ".0023839" 0 4 4 ".002" 9
"5125" ".0023839" 2 5 5 ".002" 9
"5126" ".0023839" 1 6 6 ".002" 9
"5127" ".0023839" 9 7 7 ".002" 9
"5128" ".0023839" 2 8 8 ".002" 9
"5138" ".0023841" 6 0 0 ".002" 9
"5139" ".0023841" 2 1 1 ".002" 9
"5140" ".0023841" 1 2 2 ".002" 9
"5141" ".0023841" 1 3 3 ".002" 9
"5142" ".0023841" 4 4 4 ".002" 9
"5143" ".0023841" 4 5 5 ".002" 9
"5144" ".0023841" 4 6 6 ".002" 9
"5145" ".0023841" 1 7 7 ".002" 9
"5146" ".0023841" 1 8 8 ".002" 9
"5183" ".0023846" 5 0 0 ".002" 9
"5184" ".0023846" 7 1 1 ".002" 9
"5185" ".0023846" 2 2 2 ".002" 9
"5186" ".0023846" 15 3 3 ".002" 9
"5187" ".0023846" 1 4 4 ".002" 9
"5188" ".0023846" 0 5 5 ".002" 9
"5189" ".0023846" 0 6 6 ".002" 9
"5190" ".0023846" 14 7 7 ".002" 9
"5191" ".0023846" 1 8 8 ".002" 9
"5255" ".0023854" 2 0 0 ".002" 9
"5256" ".0023854" 16 1 1 ".002" 9
"5257" ".0023854" 9 2 2 ".002" 9
"5258" ".0023854" 3 3 3 ".002" 9
"5259" ".0023854" 0 4 4 ".002" 9
"5260" ".0023854" 1 5 5 ".002" 9
"5261" ".0023854" 3 6 6 ".002" 9
"5262" ".0023854" 7 7 7 ".002" 9
"5263" ".0023854" 12 8 8 ".002" 9
"5282" ".0023857" 2 0 0 ".002" 9
"5283" ".0023857" 0 1 1 ".002" 9
"5284" ".0023857" 7 2 2 ".002" 9
"5285" ".0023857" 4 3 3 ".002" 9
"5286" ".0023857" 0 4 4 ".002" 9
"5287" ".0023857" 1 5 5 ".002" 9
"5288" ".0023857" 12 6 6 ".002" 9
"5289" ".0023857" 5 7 7 ".002" 9
"5290" ".0023857" 4 8 8 ".002" 9
"5453" ".0023876" 0 0 0 ".002" 9
"5454" ".0023876" 7 1 1 ".002" 9
"5455" ".0023876" 2 2 2 ".002" 9
"5456" ".0023876" 0 3 3 ".002" 9
"5457" ".0023876" 4 4 4 ".002" 9
"5458" ".0023876" 0 5 5 ".002" 9
"5459" ".0023876" 16 6 6 ".002" 9
"5460" ".0023876" 0 7 7 ".002" 9
"5461" ".0023876" 8 8 8 ".002" 9
"5552" ".0023887" 0 0 0 ".002" 9
"5553" ".0023887" 1 1 1 ".002" 9
"5554" ".0023887" 1 2 2 ".002" 9
"5555" ".0023887" 9 3 3 ".002" 9
"5556" ".0023887" 2 4 4 ".002" 9
"5557" ".0023887" 0 5 5 ".002" 9
"5558" ".0023887" 2 6 6 ".002" 9
"5559" ".0023887" 16 7 7 ".002" 9
"5560" ".0023887" 7 8 8 ".002" 9
"5579" ".0023890" 0 0 0 ".002" 9
"5580" ".0023890" 0 1 1 ".002" 9
"5581" ".0023890" 5 2 2 ".002" 9
"5582" ".0023890" 1 3 3 ".002" 9
"5583" ".0023890" 0 4 4 ".002" 9
"5584" ".0023890" 0 5 5 ".002" 9
"5585" ".0023890" 0 6 6 ".002" 9
"5586" ".0023890" 4 7 7 ".002" 9
"5587" ".0023890" 3 8 8 ".002" 9
"5829" ".0023916" 19 0 0 ".002" 10
"5830" ".0023916" 1 1 1 ".002" 10
"5831" ".0023916" 4 2 2 ".002" 10
"5832" ".0023916" 12 3 3 ".002" 10
"5833" ".0023916" 1 4 4 ".002" 10
"5834" ".0023916" 5 5 5 ".002" 10
"5835" ".0023916" 0 6 6 ".002" 10
"5836" ".0023916" 3 7 7 ".002" 10
"5837" ".0023916" 3 8 8 ".002" 10
"5838" ".0023916" 3 9 9 ".002" 10
"5989" ".0023932" 8 0 0 ".002" 10
"5990" ".0023932" 0 1 1 ".002" 10
"5991" ".0023932" 6 2 2 ".002" 10
"5992" ".0023932" 2 3 3 ".002" 10
"5993" ".0023932" 2 4 4 ".002" 10
"5994" ".0023932" 1 5 5 ".002" 10
"5995" ".0023932" 7 6 6 ".002" 10
"5996" ".0023932" 3 7 7 ".002" 10
"5997" ".0023932" 3 8 8 ".002" 10
"5998" ".0023932" 0 9 9 ".002" 10
"6059" ".0023939" 3 0 0 ".002" 10
"6060" ".0023939" 10 1 1 ".002" 10
"6061" ".0023939" 8 2 2 ".002" 10
"6062" ".0023939" 2 3 3 ".002" 10
"6063" ".0023939" 0 4 4 ".002" 10
"6064" ".0023939" 0 5 5 ".002" 10
"6065" ".0023939" 1 6 6 ".002" 10
"6066" ".0023939" 0 7 7 ".002" 10
"6067" ".0023939" 4 8 8 ".002" 10
"6068" ".0023939" 6 9 9 ".002" 10
"6329" ".0023966" 5 0 0 ".002" 10
"6330" ".0023966" 3 1 1 ".002" 10
"6331" ".0023966" 15 2 2 ".002" 10
"6332" ".0023966" 1 3 3 ".002" 10
"6333" ".0023966" 2 4 4 ".002" 10
"6334" ".0023966" 5 5 5 ".002" 10
"6335" ".0023966" 1 6 6 ".002" 10
"6336" ".0023966" 2 7 7 ".002" 10
"6337" ".0023966" 2 8 8 ".002" 10
"6338" ".0023966" 1 9 9 ".002" 10
"6349" ".0023968" 9 0 0 ".002" 10
"6350" ".0023968" 6 1 1 ".002" 10
"6351" ".0023968" 3 2 2 ".002" 10
"6352" ".0023968" 5 3 3 ".002" 10
"6353" ".0023968" 2 4 4 ".002" 10
"6354" ".0023968" 0 5 5 ".002" 10
"6355" ".0023968" 0 6 6 ".002" 10
"6356" ".0023968" 14 7 7 ".002" 10
"63571" ".0023968" 7 8 8 ".002" 10
"63581" ".0023968" 4 9 9 ".002" 10
"6389" ".0023972" 25 0 0 ".002" 10
"6390" ".0023972" 1 1 1 ".002" 10
"6391" ".0023972" 3 2 2 ".002" 10
"6392" ".0023972" 1 3 3 ".002" 10
"6393" ".0023972" 9 4 4 ".002" 10
"6394" ".0023972" 20 5 5 ".002" 10
"6395" ".0023972" 2 6 6 ".002" 10
"6396" ".0023972" 6 7 7 ".002" 10
"6397" ".0023972" 1 8 8 ".002" 10
"6398" ".0023972" 1 9 9 ".002" 10
"6399" ".0023973" 1 0 0 ".002" 10
"6400" ".0023973" 3 1 1 ".002" 10
"6401" ".0023973" 7 2 2 ".002" 10
"6402" ".0023973" 6 3 3 ".002" 10
"6403" ".0023973" 5 4 4 ".002" 10
"6404" ".0023973" 2 5 5 ".002" 10
"6405" ".0023973" 16 6 6 ".002" 10
"6406" ".0023973" 1 7 7 ".002" 10
"6407" ".0023973" 7 8 8 ".002" 10
"6408" ".0023973" 7 9 9 ".002" 10
"6459" ".0023979" 1 0 0 ".002" 10
"6460" ".0023979" 23 1 1 ".002" 10
"6461" ".0023979" 21 2 2 ".002" 10
"6462" ".0023979" 1 3 3 ".002" 10
"6463" ".0023979" 6 4 4 ".002" 10
"6464" ".0023979" 14 5 5 ".002" 10
"6465" ".0023979" 5 6 6 ".002" 10
"6466" ".0023979" 1 7 7 ".002" 10
"64671" ".0023979" 3 8 8 ".002" 10
"64681" ".0023979" 5 9 9 ".002" 10
"66691" ".0024000" 13 0 0 ".002" 10
"66701" ".0024000" 5 1 1 ".002" 10
"66711" ".0024000" 11 2 2 ".002" 10
"66721" ".0024000" 7 3 3 ".002" 10
"66731" ".0024000" 11 4 4 ".002" 10
"66741" ".0024000" 1 5 5 ".002" 10
"66751" ".0024000" 4 6 6 ".002" 10
"66761" ".0024000" 1 7 7 ".002" 10
"6677" ".0024000" 4 8 8 ".002" 10
"6678" ".0024000" 8 9 9 ".002" 10
"6709" ".0024004" 11 0 0 ".002" 10
"6710" ".0024004" 7 1 1 ".002" 10
"6711" ".0024004" 3 2 2 ".002" 10
"6712" ".0024004" 2 3 3 ".002" 10
"6713" ".0024004" 3 4 4 ".002" 10
"6714" ".0024004" 6 5 5 ".002" 10
"6715" ".0024004" 10 6 6 ".002" 10
"6716" ".0024004" 3 7 7 ".002" 10
"6717" ".0024004" 6 8 8 ".002" 10
"6718" ".0024004" 2 9 9 ".002" 10
"6729" ".0024006" 5 0 0 ".002" 10
"6730" ".0024006" 11 1 1 ".002" 10
"6731" ".0024006" 0 2 2 ".002" 10
"6732" ".0024006" 14 3 3 ".002" 10
"6733" ".0024006" 5 4 4 ".002" 10
"6734" ".0024006" 3 5 5 ".002" 10
"6735" ".0024006" 2 6 6 ".002" 10
"6736" ".0024006" 5 7 7 ".002" 10
"6737" ".0024006" 9 8 8 ".002" 10
"6738" ".0024006" 4 9 9 ".002" 10
"6819" ".0024015" 4 0 0 ".002" 10
"6820" ".0024015" 1 1 1 ".002" 10
"6821" ".0024015" 2 2 2 ".002" 10
"6822" ".0024015" 2 3 3 ".002" 10
"6823" ".0024015" 0 4 4 ".002" 10
"6824" ".0024015" 9 5 5 ".002" 10
"6825" ".0024015" 0 6 6 ".002" 10
"6826" ".0024015" 9 7 7 ".002" 10
"6827" ".0024015" 3 8 8 ".002" 10
"6828" ".0024015" 9 9 9 ".002" 10
"6949" ".0024028" 6 0 0 ".002" 10
"6950" ".0024028" 1 1 1 ".002" 10
"6951" ".0024028" 9 2 2 ".002" 10
"6952" ".0024028" 17 3 3 ".002" 10
"6953" ".0024028" 15 4 4 ".002" 10
"6954" ".0024028" 1 5 5 ".002" 10
"6955" ".0024028" 3 6 6 ".002" 10
"6956" ".0024028" 4 7 7 ".002" 10
"6957" ".0024028" 30 8 8 ".002" 10
"6958" ".0024028" 6 9 9 ".002" 10
"70091" ".0024034" 5 0 0 ".002" 10
"70101" ".0024034" 25 1 1 ".002" 10
"70111" ".0024034" 9 2 2 ".002" 10
"70121" ".0024034" 1 3 3 ".002" 10
"70131" ".0024034" 0 4 4 ".002" 10
"70141" ".0024034" 0 5 5 ".002" 10
"70151" ".0024034" 4 6 6 ".002" 10
"70161" ".0024034" 5 7 7 ".002" 10
"7017" ".0024034" 0 8 8 ".002" 10
"7018" ".0024034" 3 9 9 ".002" 10
"7099" ".0024043" 3 0 0 ".002" 10
"7100" ".0024043" 10 1 1 ".002" 10
"7101" ".0024043" 0 2 2 ".002" 10
"7102" ".0024043" 19 3 3 ".002" 10
"7103" ".0024043" 7 4 4 ".002" 10
"7104" ".0024043" 17 5 5 ".002" 10
"7105" ".0024043" 0 6 6 ".002" 10
"7106" ".0024043" 0 7 7 ".002" 10
"71071" ".0024043" 1 8 8 ".002" 10
"71081" ".0024043" 0 9 9 ".002" 10
"7249" ".0024058" 1 0 0 ".002" 10
"7250" ".0024058" 1 1 1 ".002" 10
"7251" ".0024058" 7 2 2 ".002" 10
"7252" ".0024058" 0 3 3 ".002" 10
"7253" ".0024058" 1 4 4 ".002" 10
"7254" ".0024058" 1 5 5 ".002" 10
"7255" ".0024058" 9 6 6 ".002" 10
"7256" ".0024058" 8 7 7 ".002" 10
"7257" ".0024058" 7 8 8 ".002" 10
"7258" ".0024058" 0 9 9 ".002" 10
"7309" ".0024064" 15 0 0 ".002" 10
"7310" ".0024064" 11 1 1 ".002" 10
"7311" ".0024064" 10 2 2 ".002" 10
"7312" ".0024064" 0 3 3 ".002" 10
"7313" ".0024064" 5 4 4 ".002" 10
"7314" ".0024064" 12 5 5 ".002" 10
"7315" ".0024064" 1 6 6 ".002" 10
"7316" ".0024064" 3 7 7 ".002" 10
"7317" ".0024064" 0 8 8 ".002" 10
"7318" ".0024064" 2 9 9 ".002" 10
"7419" ".0024075" 0 0 0 ".002" 10
"7420" ".0024075" 10 1 1 ".002" 10
"7421" ".0024075" 8 2 2 ".002" 10
"7422" ".0024075" 20 3 3 ".002" 10
"7423" ".0024075" 4 4 4 ".002" 10
"7424" ".0024075" 6 5 5 ".002" 10
"7425" ".0024075" 13 6 6 ".002" 10
"7426" ".0024075" 26 7 7 ".002" 10
"7427" ".0024075" 2 8 8 ".002" 10
"7428" ".0024075" 1 9 9 ".002" 10
"7489" ".0024082" 7 0 0 ".002" 10
"7490" ".0024082" 26 1 1 ".002" 10
"74911" ".0024082" 0 2 2 ".002" 10
"74921" ".0024082" 9 3 3 ".002" 10
"74931" ".0024082" 12 4 4 ".002" 10
"74941" ".0024082" 7 5 5 ".002" 10
"74951" ".0024082" 16 6 6 ".002" 10
"74961" ".0024082" 2 7 7 ".002" 10
"74971" ".0024082" 0 8 8 ".002" 10
"74981" ".0024082" 13 9 9 ".002" 10
"7584" ".0024091" 1 0 0 ".002" 11
"7585" ".0024091" 1 1 1 ".002" 11
"7586" ".0024091" 11 2 2 ".002" 11
"7587" ".0024091" 1 3 3 ".002" 11
"7588" ".0024091" 2 4 4 ".002" 11
"7589" ".0024091" 4 5 5 ".002" 11
"7590" ".0024091" 12 6 6 ".002" 11
"7591" ".0024091" 3 7 7 ".002" 11
"7592" ".0024091" 0 8 8 ".002" 11
"7593" ".0024091" 0 9 9 ".002" 11
"7594" ".0024091" 5 10 10 ".002" 11
"76061" ".0024093" 0 0 0 ".002" 11
"76071" ".0024093" 3 1 1 ".002" 11
"76081" ".0024093" 2 2 2 ".002" 11
"76091" ".0024093" 0 3 3 ".002" 11
"76101" ".0024093" 8 4 4 ".002" 11
"76111" ".0024093" 1 5 5 ".002" 11
"7612" ".0024093" 19 6 6 ".002" 11
"7613" ".0024093" 4 7 7 ".002" 11
"7614" ".0024093" 4 8 8 ".002" 11
"7615" ".0024093" 39 9 9 ".002" 11
"7616" ".0024093" 23 10 10 ".002" 11
"7870" ".0024117" 4 0 0 ".002" 11
"7871" ".0024117" 10 1 1 ".002" 11
"7872" ".0024117" 1 2 2 ".002" 11
"7873" ".0024117" 5 3 3 ".002" 11
"7874" ".0024117" 7 4 4 ".002" 11
"7875" ".0024117" 3 5 5 ".002" 11
"7876" ".0024117" 9 6 6 ".002" 11
"7877" ".0024117" 2 7 7 ".002" 11
"7878" ".0024117" 1 8 8 ".002" 11
"7879" ".0024117" 9 9 9 ".002" 11
"7880" ".0024117" 4 10 10 ".002" 11
"7881" ".0024118" 2 0 0 ".002" 11
"7882" ".0024118" 0 1 1 ".002" 11
"7883" ".0024118" 4 2 2 ".002" 11
"7884" ".0024118" 1 3 3 ".002" 11
"7885" ".0024118" 4 4 4 ".002" 11
"7886" ".0024118" 3 5 5 ".002" 11
"7887" ".0024118" 4 6 6 ".002" 11
"7888" ".0024118" 3 7 7 ".002" 11
"7889" ".0024118" 1 8 8 ".002" 11
"7890" ".0024118" 6 9 9 ".002" 11
"7891" ".0024118" 3 10 10 ".002" 11
"7947" ".0024124" 0 0 0 ".002" 11
"7948" ".0024124" 2 1 1 ".002" 11
"7949" ".0024124" 0 2 2 ".002" 11
"7950" ".0024124" 0 3 3 ".002" 11
"7951" ".0024124" 13 4 4 ".002" 11
"7952" ".0024124" 22 5 5 ".002" 11
"7953" ".0024124" 9 6 6 ".002" 11
"7954" ".0024124" 29 7 7 ".002" 11
"7955" ".0024124" 5 8 8 ".002" 11
"7956" ".0024124" 2 9 9 ".002" 11
"7957" ".0024124" 1 10 10 ".002" 11
"81341" ".0024141" 4 0 0 ".002" 11
"81351" ".0024141" 0 1 1 ".002" 11
"81361" ".0024141" 10 2 2 ".002" 11
"81371" ".0024141" 20 3 3 ".002" 11
"81381" ".0024141" 8 4 4 ".002" 11
"81391" ".0024141" 2 5 5 ".002" 11
"81401" ".0024141" 14 6 6 ".002" 11
"81411" ".0024141" 0 7 7 ".002" 11
"81421" ".0024141" 0 8 8 ".002" 11
"81431" ".0024141" 18 9 9 ".002" 11
"81441" ".0024141" 22 10 10 ".002" 11
"81451" ".0024142" 1 0 0 ".002" 11
"81461" ".0024142" 5 1 1 ".002" 11
"81471" ".0024142" 0 2 2 ".002" 11
"81481" ".0024142" 0 3 3 ".002" 11
"81491" ".0024142" 5 4 4 ".002" 11
"81501" ".0024142" 0 5 5 ".002" 11
"8151" ".0024142" 1 6 6 ".002" 11
"8152" ".0024142" 1 7 7 ".002" 11
"8153" ".0024142" 0 8 8 ".002" 11
"8154" ".0024142" 3 9 9 ".002" 11
"8155" ".0024142" 7 10 10 ".002" 11
"8156" ".0024143" 0 0 0 ".002" 11
"8157" ".0024143" 19 1 1 ".002" 11
"8158" ".0024143" 0 2 2 ".002" 11
"8159" ".0024143" 18 3 3 ".002" 11
"8160" ".0024143" 9 4 4 ".002" 11
"8161" ".0024143" 7 5 5 ".002" 11
"8162" ".0024143" 3 6 6 ".002" 11
"8163" ".0024143" 15 7 7 ".002" 11
"8164" ".0024143" 0 8 8 ".002" 11
"8165" ".0024143" 20 9 9 ".002" 11
"8166" ".0024143" 1 10 10 ".002" 11
"8255" ".0024152" 10 0 0 ".002" 11
"8256" ".0024152" 14 1 1 ".002" 11
"8257" ".0024152" 3 2 2 ".002" 11
"8258" ".0024152" 16 3 3 ".002" 11
"8259" ".0024152" 2 4 4 ".002" 11
"8260" ".0024152" 0 5 5 ".002" 11
"8261" ".0024152" 4 6 6 ".002" 11
"8262" ".0024152" 11 7 7 ".002" 11
"8263" ".0024152" 0 8 8 ".002" 11
"8264" ".0024152" 5 9 9 ".002" 11
"8265" ".0024152" 4 10 10 ".002" 11
"8310" ".0024157" 0 0 0 ".002" 11
"8311" ".0024157" 1 1 1 ".002" 11
"8312" ".0024157" 9 2 2 ".002" 11
"8313" ".0024157" 1 3 3 ".002" 11
"8314" ".0024157" 9 4 4 ".002" 11
"8315" ".0024157" 4 5 5 ".002" 11
"8316" ".0024157" 8 6 6 ".002" 11
"8317" ".0024157" 19 7 7 ".002" 11
"8318" ".0024157" 11 8 8 ".002" 11
"8319" ".0024157" 3 9 9 ".002" 11
"8320" ".0024157" 1 10 10 ".002" 11
"8387" ".0024164" 0 0 0 ".002" 11
"8388" ".0024164" 19 1 1 ".002" 11
"8389" ".0024164" 0 2 2 ".002" 11
"8390" ".0024164" 12 3 3 ".002" 11
"8391" ".0024164" 5 4 4 ".002" 11
"8392" ".0024164" 17 5 5 ".002" 11
"83931" ".0024164" 4 6 6 ".002" 11
"83941" ".0024164" 20 7 7 ".002" 11
"83951" ".0024164" 1 8 8 ".002" 11
"83961" ".0024164" 3 9 9 ".002" 11
"83971" ".0024164" 0 10 10 ".002" 11
"8596" ".0024183" 0 0 0 ".002" 11
"8597" ".0024183" 13 1 1 ".002" 11
"8598" ".0024183" 4 2 2 ".002" 11
"8599" ".0024183" 4 3 3 ".002" 11
"8600" ".0024183" 6 4 4 ".002" 11
"8601" ".0024183" 0 5 5 ".002" 11
"8602" ".0024183" 0 6 6 ".002" 11
"8603" ".0024183" 0 7 7 ".002" 11
"8604" ".0024183" 6 8 8 ".002" 11
"8605" ".0024183" 1 9 9 ".002" 11
"8606" ".0024183" 1 10 10 ".002" 11
"8607" ".0024184" 2 0 0 ".002" 11
"8608" ".0024184" 7 1 1 ".002" 11
"8609" ".0024184" 5 2 2 ".002" 11
"8610" ".0024184" 1 3 3 ".002" 11
"8611" ".0024184" 2 4 4 ".002" 11
"8612" ".0024184" 11 5 5 ".002" 11
"86131" ".0024184" 15 6 6 ".002" 11
"86141" ".0024184" 5 7 7 ".002" 11
"86151" ".0024184" 5 8 8 ".002" 11
"86161" ".0024184" 9 9 9 ".002" 11
"86171" ".0024184" 7 10 10 ".002" 11
"8882" ".0024209" 0 0 0 ".002" 11
"8883" ".0024209" 7 1 1 ".002" 11
"8884" ".0024209" 5 2 2 ".002" 11
"8885" ".0024209" 5 3 3 ".002" 11
"8886" ".0024209" 14 4 4 ".002" 11
"8887" ".0024209" 0 5 5 ".002" 11
"8888" ".0024209" 2 6 6 ".002" 11
"8889" ".0024209" 8 7 7 ".002" 11
"8890" ".0024209" 3 8 8 ".002" 11
"8891" ".0024209" 5 9 9 ".002" 11
"8892" ".0024209" 2 10 10 ".002" 11
"8915" ".0024212" 2 0 0 ".002" 11
"8916" ".0024212" 6 1 1 ".002" 11
"8917" ".0024212" 1 2 2 ".002" 11
"8918" ".0024212" 6 3 3 ".002" 11
"8919" ".0024212" 2 4 4 ".002" 11
"8920" ".0024212" 1 5 5 ".002" 11
"8921" ".0024212" 6 6 6 ".002" 11
"89221" ".0024212" 18 7 7 ".002" 11
"89231" ".0024212" 2 8 8 ".002" 11
"89241" ".0024212" 0 9 9 ".002" 11
"89251" ".0024212" 22 10 10 ".002" 11
"9250" ".0024241" 17 0 0 ".002" 12
"9251" ".0024241" 1 1 1 ".002" 12
"9252" ".0024241" 6 2 2 ".002" 12
"9253" ".0024241" 2 3 3 ".002" 12
"9254" ".0024241" 4 4 4 ".002" 12
"9255" ".0024241" 2 5 5 ".002" 12
"9256" ".0024241" 24 6 6 ".002" 12
"9257" ".0024241" 4 7 7 ".002" 12
"92581" ".0024241" 3 8 8 ".002" 12
"92591" ".0024241" 0 9 9 ".002" 12
"92601" ".0024241" 14 10 10 ".002" 12
"92611" ".0024241" 7 11 11 ".002" 12
"9442" ".0024257" 3 0 0 ".002" 12
"9443" ".0024257" 12 1 1 ".002" 12
"9444" ".0024257" 0 2 2 ".002" 12
"9445" ".0024257" 2 3 3 ".002" 12
"9446" ".0024257" 5 4 4 ".002" 12
"9447" ".0024257" 1 5 5 ".002" 12
"9448" ".0024257" 0 6 6 ".002" 12
"9449" ".0024257" 1 7 7 ".002" 12
"9450" ".0024257" 3 8 8 ".002" 12
"9451" ".0024257" 4 9 9 ".002" 12
"9452" ".0024257" 4 10 10 ".002" 12
"9453" ".0024257" 3 11 11 ".002" 12
"9454" ".0024258" 3 0 0 ".002" 12
"9455" ".0024258" 2 1 1 ".002" 12
"9456" ".0024258" 1 2 2 ".002" 12
"9457" ".0024258" 1 3 3 ".002" 12
"9458" ".0024258" 4 4 4 ".002" 12
"9459" ".0024258" 2 5 5 ".002" 12
"9460" ".0024258" 0 6 6 ".002" 12
"9461" ".0024258" 3 7 7 ".002" 12
"9462" ".0024258" 1 8 8 ".002" 12
"9463" ".0024258" 25 9 9 ".002" 12
"9464" ".0024258" 0 10 10 ".002" 12
"9465" ".0024258" 0 11 11 ".002" 12
"9574" ".0024268" 0 0 0 ".002" 12
"9575" ".0024268" 19 1 1 ".002" 12
"9576" ".0024268" 8 2 2 ".002" 12
"9577" ".0024268" 4 3 3 ".002" 12
"9578" ".0024268" 11 4 4 ".002" 12
"9579" ".0024268" 1 5 5 ".002" 12
"9580" ".0024268" 4 6 6 ".002" 12
"9581" ".0024268" 1 7 7 ".002" 12
"9582" ".0024268" 2 8 8 ".002" 12
"9583" ".0024268" 4 9 9 ".002" 12
"9584" ".0024268" 0 10 10 ".002" 12
"9585" ".0024268" 0 11 11 ".002" 12
"9634" ".0024273" 9 0 0 ".002" 12
"9635" ".0024273" 14 1 1 ".002" 12
"9636" ".0024273" 0 2 2 ".002" 12
"9637" ".0024273" 15 3 3 ".002" 12
"9638" ".0024273" 17 4 4 ".002" 12
"9639" ".0024273" 2 5 5 ".002" 12
"9640" ".0024273" 1 6 6 ".002" 12
"9641" ".0024273" 12 7 7 ".002" 12
"9642" ".0024273" 1 8 8 ".002" 12
"9643" ".0024273" 4 9 9 ".002" 12
"9644" ".0024273" 1 10 10 ".002" 12
"9645" ".0024273" 0 11 11 ".002" 12
"9682" ".0024277" 1 0 0 ".002" 12
"9683" ".0024277" 3 1 1 ".002" 12
"9684" ".0024277" 4 2 2 ".002" 12
